Seconds (synced)	Acc x	Acc y	Acc z
3.003867	29.964844	-13.515625	1006.734375
3.011911	29.949219	-13.445312	1006.679687
3.019955	29.800781	-13.316406	1006.589844
3.027999	29.761719	-13.398438	1006.636719
3.036043	29.925781	-13.46875	1006.8125
3.044087	29.875	-13.402344	1006.8125
3.052131	29.730469	-13.511719	1006.601562
3.060175	29.960938	-13.589844	1006.835938
3.068219	30.160156	-13.597656	1006.726562
3.076263	29.890625	-13.585938	1006.628906
3.084307	29.996094	-13.488281	1006.546875
3.092351	29.996094	-13.445312	1006.59375
3.100395	29.863281	-13.53125	1006.847656
3.108439	29.8125	-13.496094	1006.628906
3.116483	29.785156	-13.566406	1006.597656
3.124527	29.890625	-13.453125	1006.601562
3.132571	30.082031	-13.472656	1006.742188
3.140615	30.074219	-13.503906	1006.824219
3.148659	29.929688	-13.605469	1007.019531
3.156703	29.941406	-13.519531	1006.785156
3.164747	29.9375	-13.414062	1006.804688
3.172791	29.914062	-13.46875	1006.539062
3.180835	29.988281	-13.589844	1006.675781
3.188879	29.964844	-13.488281	1006.824219
3.196923	30.125	-13.5	1006.808594
3.204967	30.050781	-13.457031	1006.949219
3.213011	30.027344	-13.410156	1006.8125
3.221055	29.949219	-13.382812	1006.722656
3.229099	29.78125	-13.433594	1006.53125
3.237143	29.851562	-13.402344	1006.824219
3.245187	29.917969	-13.5	1006.777344
3.253231	29.84375	-13.519531	1006.695312
3.261275	29.929688	-13.59375	1006.703125
3.269319	29.917969	-13.511719	1006.792969
3.277363	29.945312	-13.433594	1006.917969
3.285407	29.839844	-13.136719	1006.777344
3.293451	29.929688	-13.371094	1006.898438
3.301495	30.03125	-13.527344	1006.792969
3.309539	29.898438	-13.582031	1006.652344
3.317583	30.140625	-13.507812	1006.78125
3.325627	29.957031	-13.574219	1006.964844
3.333671	29.796875	-13.535156	1007.035156
3.341715	29.957031	-13.652344	1006.964844
3.349759	29.847656	-13.433594	1006.976562
3.357803	29.890625	-13.429688	1006.941406
3.365847	30.039062	-13.542969	1006.890625
3.373891	30.0	-13.484375	1006.523438
3.381935	30.035156	-13.527344	1006.917969
3.389979	29.894531	-13.65625	1007.003906
3.398023	29.925781	-13.46875	1006.648438
3.406067	30.003906	-13.507812	1006.761719
3.414111	30.09375	-13.546875	1006.773437
3.422155	30.121094	-13.539062	1007.035156
3.430199	29.949219	-13.441406	1006.816406
3.438243	29.988281	-13.421875	1006.757813
3.446287	29.898438	-13.484375	1006.664063
3.454331	30.007812	-13.351562	1006.761719
3.462375	30.050781	-13.636719	1006.894531
3.470419	29.941406	-13.605469	1006.800781
3.478463	29.957031	-13.617188	1006.726562
3.486507	30.039062	-13.605469	1006.75
3.494551	29.933594	-13.386719	1006.871094
3.502595	29.902344	-13.445312	1006.855469
3.510639	30.0625	-13.695312	1007.015625
3.518683	30.003906	-13.542969	1006.808594
3.526727	29.921875	-13.476562	1006.964844
3.534771	29.90625	-13.574219	1006.851563
3.542815	29.824219	-13.496094	1007.0
3.550859	29.925781	-13.394531	1006.867187
3.558903	30.027344	-13.648438	1006.917969
3.566947	29.914062	-13.554688	1006.78125
3.574991	29.941406	-13.621094	1006.820312
3.583035	29.90625	-13.539062	1006.785156
3.591079	29.902344	-13.441406	1006.914062
3.599123	29.941406	-13.472656	1006.765625
3.607167	29.953125	-13.539062	1006.976562
3.615211	29.984375	-13.503906	1006.832031
3.623255	29.976562	-13.449219	1006.652344
3.631299	30.03125	-13.523438	1006.933594
3.639343	29.863281	-13.589844	1006.90625
3.647387	29.75	-13.617188	1006.863281
3.655431	29.875	-13.542969	1006.847656
3.663475	29.820312	-13.511719	1007.007812
3.671519	29.863281	-13.320312	1006.976562
3.679563	30.003906	-13.378906	1006.789062
3.687607	30.0	-13.4375	1006.824219
3.695651	29.941406	-13.429688	1007.003906
