Seconds (synced)	Acc x	Acc y	Acc z
3.999184	-42.394531	-30.195312	999.511719
4.007158	-42.402344	-30.28125	999.425781
4.015132	-42.460938	-30.144531	999.402344
4.023106	-42.292969	-30.070312	999.847656
4.03108	-42.394531	-30.195312	999.902344
4.039054	-42.476562	-30.121094	999.675781
4.047028	-42.449219	-30.070312	999.78125
4.055002	-42.421875	-29.976562	999.804688
4.062976	-42.253906	-30.183594	999.574219
4.07095	-42.347656	-30.234375	999.640625
4.078924	-42.292969	-30.402344	999.804688
4.086898	-42.414062	-30.367188	999.773438
4.094872	-42.613281	-30.171875	999.746094
4.102846	-42.628906	-30.320312	999.742188
4.11082	-42.296875	-30.261719	999.671875
4.118794	-42.417969	-30.230469	999.898438
4.126768	-42.5	-30.300781	999.753906
4.134742	-42.347656	-30.257812	999.902344
4.142716	-42.5	-30.203125	999.820312
4.15069	-42.457031	-30.15625	999.839844
4.158664	-42.480469	-30.246094	999.976562
4.166638	-42.382812	-30.367188	999.910156
4.174612	-42.441406	-30.238281	1000.023437
4.182586	-42.386719	-30.328125	999.714844
4.19056	-42.46875	-30.289062	999.667969
4.198534	-42.429688	-30.109375	999.800781
4.206508	-42.464844	-30.292969	999.6875
4.214482	-42.296875	-30.3125	999.820312
4.222456	-42.464844	-30.21875	999.75
4.23043	-42.390625	-30.195312	999.640625
4.238404	-42.308594	-30.222656	999.738281
4.246378	-42.339844	-30.261719	999.777344
4.254352	-42.394531	-30.183594	999.800781
4.262326	-42.425781	-30.289062	999.84375
4.2703	-42.265625	-30.214844	999.765625
4.278274	-42.523438	-30.222656	999.640625
4.286248	-42.34375	-30.210938	999.9375
4.294222	-42.386719	-30.3125	999.707031
4.302196	-42.402344	-30.347656	999.621094
4.31017	-42.394531	-30.210938	999.785156
4.318144	-42.394531	-30.34375	999.640625
4.326118	-42.347656	-30.183594	999.957031
4.334092	-42.339844	-30.363281	999.746094
4.342066	-42.289062	-30.328125	999.644531
4.35004	-42.34375	-30.324219	999.988281
4.358014	-42.449219	-30.339844	999.894531
4.365988	-42.390625	-30.34375	999.519531
4.373962	-42.292969	-30.160156	999.578125
4.381936	-42.359375	-30.214844	999.777344
4.38991	-42.402344	-30.261719	999.976562
4.397884	-42.394531	-30.308594	999.691406
4.405858	-42.492188	-30.210938	999.734375
4.413832	-42.410156	-30.34375	999.640625
4.421806	-42.328125	-30.136719	999.953125
4.42978	-42.515625	-30.132812	999.824219
4.437754	-42.566406	-30.277344	999.875
4.445728	-42.359375	-30.417969	999.652344
4.453702	-42.1875	-30.28125	999.917969
4.461676	-42.382812	-30.203125	999.582031
4.46965	-42.359375	-30.234375	999.789062
4.477624	-42.324219	-30.414062	999.875
4.485598	-42.320312	-30.296875	999.714844
4.493572	-42.300781	-30.371094	999.613281
4.501546	-42.308594	-30.335938	999.519531
4.50952	-42.414062	-30.351562	999.914062
4.517494	-42.230469	-30.335938	999.914062
4.525468	-42.300781	-30.222656	1000.015625
4.533442	-42.46875	-30.285156	1000.027344
4.541416	-42.324219	-30.355469	999.859375
4.54939	-42.292969	-30.300781	1000.0
4.557364	-42.292969	-30.175781	999.871094
4.565338	-42.339844	-30.363281	999.753906
4.573312	-42.3125	-30.394531	999.699219
4.581286	-42.261719	-30.230469	1000.050781
4.58926	-42.457031	-30.199219	1000.070312
4.597234	-42.429688	-30.347656	999.851562
4.605208	-42.398438	-30.453125	999.820312
4.613182	-42.402344	-30.363281	1000.0
4.621156	-42.292969	-30.296875	999.679688
4.62913	-42.378906	-30.351562	999.65625
4.637104	-42.476562	-30.15625	999.960938
4.645078	-42.300781	-30.238281	1000.027344
4.653052	-42.476562	-30.289062	999.941406
4.661026	-42.453125	-30.347656	999.773438
4.669	-42.324219	-30.164062	999.933594
4.676974	-42.265625	-30.203125	1000.3125
4.684948	-42.410156	-30.121094	1000.027344
4.692922	-42.570312	-30.210938	999.96875
4.700896	-42.453125	-30.308594	999.992188
4.70887	-42.523438	-30.277344	999.894531
4.716844	-42.578125	-30.457031	999.929688
4.724818	-42.324219	-30.273438	1000.046875
4.732792	-42.394531	-30.25	1000.101562
4.740766	-42.46875	-30.433594	999.722656
4.74874	-42.488281	-30.164062	1000.15625
4.756714	-42.304688	-30.332031	999.953125
4.764688	-42.257812	-30.261719	999.746094
4.772662	-42.371094	-30.292969	999.972656
4.780636	-42.535156	-30.316406	999.976562
4.78861	-42.433594	-30.421875	999.921875
4.796584	-42.328125	-30.328125	999.738281
4.804558	-42.359375	-30.332031	999.949219
4.812532	-42.398438	-30.378906	999.667969
4.820506	-42.285156	-30.214844	999.625
4.82848	-42.28125	-30.285156	1000.101562
4.836454	-42.378906	-30.292969	999.824219
4.844428	-42.355469	-30.355469	999.976562
4.852402	-42.40625	-30.199219	999.6875
4.860376	-42.449219	-30.1875	1000.121094
4.86835	-42.5	-30.171875	1000.152344
4.876324	-42.472656	-30.207031	999.871094
4.884298	-42.402344	-30.148438	999.789062
4.892272	-42.261719	-30.238281	999.675781
4.900246	-42.308594	-30.214844	999.765625
4.90822	-42.363281	-30.308594	1000.0625
4.916194	-42.46875	-30.390625	1000.089844
4.924168	-42.351562	-30.277344	999.929688
4.932142	-42.28125	-30.425781	999.878906
4.940116	-42.265625	-30.339844	999.730469
4.94809	-42.238281	-30.375	999.90625
4.956064	-42.28125	-30.199219	999.964844
4.964038	-42.527344	-30.082031	999.765625
4.972012	-42.441406	-30.128906	1000.0
4.979986	-42.464844	-30.257812	999.945312
4.98796	-42.523438	-30.308594	1000.0
4.9959	-42.335938	-30.238281	999.96875
5.003874	-42.273438	-30.425781	1000.074219
5.011848	-42.371094	-30.261719	999.859375
5.019822	-42.566406	-30.167969	999.789062
5.027796	-42.414062	-29.996094	999.910156
5.03577	-42.324219	-30.277344	999.78125
5.043744	-42.246094	-30.414062	999.742188
5.051718	-42.34375	-30.238281	999.871094
5.059692	-42.3125	-30.140625	999.96875
5.067666	-42.257812	-30.089844	999.871094
5.07564	-42.398438	-30.09375	999.816406
5.083614	-42.429688	-30.28125	1000.039062
5.091588	-42.488281	-30.265625	1000.117187
5.099562	-42.554688	-30.164062	1000.046875
5.107536	-42.320312	-30.171875	1000.070312
5.11551	-42.445312	-30.148438	1000.167969
5.123484	-42.464844	-30.011719	1000.03125
5.131458	-42.515625	-30.253906	1000.144531
5.139432	-42.449219	-30.273438	1000.027344
5.147406	-42.40625	-30.222656	999.816406
5.15538	-42.292969	-30.3125	999.941406
5.163354	-42.253906	-30.230469	999.941406
5.171328	-42.464844	-30.078125	1000.222656
5.179302	-42.46875	-30.234375	999.988281
5.187276	-42.328125	-30.257812	1000.230469
5.19525	-42.527344	-30.40625	999.945312
5.203224	-42.546875	-30.023438	999.984375
5.211198	-42.382812	-30.152344	999.875
5.219172	-42.367188	-30.269531	999.757812
5.227146	-42.25	-30.464844	999.976562
5.23512	-42.464844	-30.515625	1000.09375
5.243094	-42.390625	-30.300781	1000.203125
5.251068	-42.441406	-30.296875	999.960938
5.259042	-42.472656	-30.445312	999.742188
5.267016	-42.289062	-30.304688	1000.039062
5.27499	-42.445312	-30.441406	999.960938
5.282964	-42.53125	-30.226562	999.746094
5.290938	-42.34375	-30.242188	999.933594
5.298912	-42.398438	-30.226562	999.949219
5.306886	-42.429688	-30.265625	1000.019531
5.31486	-42.425781	-30.4375	999.847656
5.322834	-42.335938	-30.191406	999.804688
5.330808	-42.570312	-30.296875	999.53125
5.338782	-42.390625	-30.320312	999.734375
5.346756	-42.558594	-30.242188	999.863281
5.35473	-42.464844	-30.417969	999.890625
5.362704	-42.304688	-30.304688	999.898438
5.370678	-42.4375	-30.078125	999.910156
5.378652	-42.320312	-30.304688	999.984375
5.386626	-42.226562	-30.261719	1000.015625
5.3946	-42.421875	-30.273438	1000.027344
5.402574	-42.285156	-30.21875	999.804688
5.410548	-42.320312	-30.1875	999.972656
5.418522	-42.34375	-30.3125	999.792969
5.426496	-42.386719	-30.335938	1000.164062
