Seconds (synced)	Acc x	Acc y	Acc z
0.0	56.441406	-19.410156	1014.125
0.007988	56.417969	-19.523438	1014.738281
0.015976	56.367188	-19.304688	1014.441406
0.023964	56.386719	-19.394531	1014.453125
0.031952	56.410156	-19.332031	1014.394531
0.03994	56.5	-19.402344	1014.445312
0.047928	56.425781	-19.195312	1014.394531
0.055916	56.527344	-19.269531	1014.425781
0.063904	56.667969	-19.363281	1014.386719
0.071892	56.472656	-19.28125	1014.199219
0.07988	56.496094	-19.382812	1014.394531
0.087868	56.320312	-19.253906	1014.527344
0.095856	56.523438	-19.191406	1014.375
0.103844	56.433594	-19.320312	1014.546875
0.111832	56.417969	-19.300781	1014.492187
0.11982	56.414062	-19.484375	1014.390625
0.127808	56.484375	-19.300781	1014.4375
0.135796	56.414062	-19.367188	1014.570313
0.143784	56.410156	-19.390625	1014.515625
0.151772	56.652344	-19.351562	1014.601562
0.15976	56.34375	-19.433594	1014.496094
0.167748	56.328125	-19.4375	1014.613281
0.175736	56.300781	-19.382812	1014.699219
0.183724	56.34375	-19.539062	1014.496094
0.191712	56.566406	-19.515625	1014.40625
0.1997	56.515625	-19.425781	1014.539062
0.207688	56.464844	-19.25	1014.496094
0.215676	56.550781	-19.433594	1014.3125
0.223664	56.273438	-19.542969	1014.320312
0.231652	56.351562	-19.414062	1014.457031
0.23964	56.472656	-19.414062	1014.492187
0.247628	56.535156	-19.386719	1014.644531
0.255616	56.457031	-19.46875	1014.640625
0.263604	56.496094	-19.550781	1014.699219
0.271592	56.636719	-19.644531	1014.398437
0.27958	56.511719	-19.480469	1014.605469
0.287568	56.589844	-19.304688	1014.988281
0.295556	56.496094	-19.460938	1014.613281
0.303544	56.398438	-19.441406	1014.492187
0.311532	56.476562	-19.511719	1014.53125
0.31952	56.488281	-19.597656	1014.464844
0.327508	56.4375	-19.492188	1014.75
0.335496	56.511719	-19.585938	1014.3125
0.343484	56.65625	-19.464844	1014.375
0.351472	56.464844	-19.402344	1014.371094
0.35946	56.539062	-19.558594	1014.378906
0.367448	56.539062	-19.421875	1014.5
0.375436	56.519531	-19.441406	1014.773437
0.383424	56.699219	-19.4375	1014.617188
0.391412	56.46875	-19.398438	1014.429688
0.3994	56.347656	-19.484375	1014.515625
0.407388	56.449219	-19.550781	1014.542969
0.415376	56.507812	-19.546875	1014.457031
0.423364	56.589844	-19.332031	1014.644531
0.431352	56.492188	-19.160156	1014.746094
0.43934	56.355469	-19.15625	1014.621094
0.447328	56.476562	-19.300781	1014.648438
0.455316	56.613281	-19.28125	1014.671875
0.463304	56.734375	-19.335938	1014.601562
0.471292	56.328125	-19.378906	1014.601562
0.47928	56.464844	-19.167969	1014.664063
0.487268	56.335938	-19.316406	1015.082031
0.495256	56.300781	-19.105469	1014.683594
0.503244	56.4375	-19.289062	1014.417969
0.511232	56.539062	-19.3125	1014.722656
0.51922	56.5625	-19.390625	1014.742188
0.527208	56.464844	-19.359375	1014.449219
0.535196	56.410156	-19.414062	1014.703125
0.543184	56.425781	-19.324219	1014.511719
0.551172	56.335938	-19.480469	1014.578125
0.55916	56.640625	-19.335938	1014.492187
0.567148	56.460938	-19.246094	1014.738281
0.575136	56.507812	-19.4375	1014.730469
0.583124	56.417969	-19.414062	1014.84375
0.591112	56.488281	-19.308594	1014.835938
0.5991	56.460938	-19.289062	1014.707031
0.607088	56.578125	-19.476562	1014.441406
0.615076	56.535156	-19.363281	1014.671875
0.623064	56.59375	-19.289062	1014.847656
0.631052	56.492188	-19.5	1014.574219
0.63904	56.496094	-19.554688	1014.265625
0.647028	56.363281	-19.558594	1014.453125
0.655016	56.378906	-19.578125	1014.640625
0.663004	56.402344	-19.46875	1014.628906
0.670992	56.496094	-19.324219	1014.691406
0.67898	56.554688	-19.378906	1014.527344
0.686968	56.515625	-19.472656	1014.539062
0.694956	56.472656	-19.308594	1014.753906
0.702944	56.492188	-19.484375	1014.523438
0.710932	56.480469	-19.449219	1014.625
0.71892	56.476562	-19.40625	1014.621094
0.726908	56.527344	-19.378906	1014.414062
0.734896	56.4375	-19.378906	1014.648438
0.742884	56.398438	-19.492188	1014.730469
0.750872	56.304688	-19.394531	1014.824219
0.75886	56.46875	-19.429688	1014.703125
0.766848	56.609375	-19.289062	1014.539062
0.774836	56.644531	-19.34375	1014.882812
0.782824	56.582031	-19.335938	1014.683594
0.790812	56.34375	-19.328125	1014.675781
0.7988	56.410156	-19.394531	1014.742188
0.806788	56.546875	-19.378906	1014.734375
0.814776	56.476562	-19.261719	1015.046875
0.822764	56.398438	-19.421875	1014.65625
0.830752	56.429688	-19.191406	1014.484375
0.83874	56.453125	-19.25	1014.730469
0.846728	56.476562	-19.28125	1014.625
0.854716	56.480469	-19.1875	1014.761719
0.862704	56.503906	-19.195312	1014.53125
0.870692	56.542969	-19.257812	1014.617188
0.87868	56.492188	-19.367188	1014.636719
0.886668	56.417969	-19.328125	1014.527344
0.894656	56.371094	-19.300781	1014.78125
0.902644	56.296875	-19.445312	1014.851563
0.910632	56.277344	-19.273438	1014.4375
0.91862	56.296875	-19.425781	1014.554688
0.926608	56.585938	-19.472656	1014.585937
0.934596	56.644531	-19.328125	1014.949219
0.942584	56.492188	-19.375	1014.613281
0.950572	56.496094	-19.511719	1014.648438
0.95856	56.429688	-19.390625	1014.703125
0.966548	56.316406	-19.460938	1015.039063
0.974536	56.328125	-19.328125	1014.640625
