Seconds (synced)	Acc x	Acc y	Acc z
1.997134	52.265625	-20.425781	1002.382812
2.00507	52.226562	-20.558594	1002.53125
2.013006	52.179688	-20.414062	1002.589844
2.020942	52.195312	-20.558594	1002.4375
2.028878	52.289062	-20.507812	1002.480469
2.036814	52.101562	-20.535156	1002.480469
2.04475	52.277344	-20.574219	1002.539062
2.052686	52.402344	-20.5	1002.589844
2.060622	52.300781	-20.433594	1002.238281
2.068558	52.253906	-20.519531	1002.410156
2.076494	52.183594	-20.472656	1002.273438
2.08443	52.089844	-20.378906	1002.4375
2.092366	52.1875	-20.441406	1002.4375
2.100302	52.238281	-20.628906	1002.519531
2.108238	52.34375	-20.675781	1002.722656
2.116174	52.230469	-20.648438	1002.378906
2.12411	52.136719	-20.523438	1002.570313
2.132046	52.097656	-20.53125	1002.378906
2.139982	52.066406	-20.75	1002.441406
2.147918	52.175781	-20.746094	1002.734375
2.155854	52.253906	-20.550781	1002.902344
2.16379	52.371094	-20.542969	1002.792969
2.171726	52.101562	-20.402344	1002.757813
2.179662	52.039062	-20.507812	1002.714844
2.187598	52.109375	-20.574219	1002.429688
2.195534	52.144531	-20.394531	1002.570313
2.20347	52.007812	-20.53125	1002.386719
2.211406	52.058594	-20.585938	1002.335938
2.219342	52.199219	-20.574219	1002.601562
2.227278	52.332031	-20.503906	1002.871094
2.235214	52.332031	-20.4375	1002.722656
2.24315	52.179688	-20.417969	1002.460938
2.251086	52.3125	-20.480469	1002.402344
2.259022	52.449219	-20.359375	1002.660156
2.266958	52.128906	-20.410156	1002.554688
2.274894	52.234375	-20.488281	1002.554688
2.28283	52.179688	-20.417969	1002.925781
2.290766	52.199219	-20.464844	1002.746094
2.298702	52.355469	-20.175781	1002.640625
2.306638	52.105469	-20.289062	1002.742188
2.314574	52.21875	-20.367188	1002.675781
2.32251	52.386719	-20.507812	1002.429688
2.330446	52.214844	-20.570312	1002.109375
2.338382	52.273438	-20.453125	1002.277344
2.346318	52.238281	-20.449219	1002.421875
2.354254	52.148438	-20.425781	1002.71875
2.36219	52.289062	-20.476562	1002.445312
2.370126	52.179688	-20.433594	1002.828125
2.378062	52.121094	-20.304688	1002.511719
2.385998	52.300781	-20.480469	1002.425781
2.393934	52.210938	-20.382812	1002.742188
2.40187	52.214844	-20.535156	1002.660156
2.409806	52.132812	-20.496094	1002.574219
2.417742	52.101562	-20.414062	1002.933594
2.425678	52.164062	-20.390625	1002.652344
2.433614	52.25	-20.453125	1002.824219
2.44155	52.246094	-20.480469	1002.746094
2.449486	52.226562	-20.417969	1002.90625
2.457422	52.152344	-20.601562	1002.523438
2.465358	52.152344	-20.546875	1002.453125
2.473294	52.128906	-20.535156	1002.722656
2.48123	52.121094	-20.578125	1002.449219
2.489166	52.199219	-20.488281	1002.496094
2.497102	52.039062	-20.554688	1002.769531
2.505038	52.089844	-20.511719	1002.660156
2.512974	52.269531	-20.5	1002.769531
2.52091	52.203125	-20.621094	1002.671875
2.528846	52.058594	-20.628906	1002.78125
2.536782	52.140625	-20.550781	1002.785156
2.544718	52.257812	-20.589844	1002.679687
2.552654	51.976562	-20.53125	1002.640625
2.56059	52.042969	-20.4375	1002.589844
2.568526	52.046875	-20.46875	1002.765625
2.576462	52.21875	-20.640625	1002.78125
2.584398	52.34375	-20.53125	1002.566406
2.592334	52.359375	-20.558594	1002.566406
2.60027	52.28125	-20.554688	1002.75
2.608206	52.148438	-20.519531	1002.679687
2.616142	52.324219	-20.421875	1002.25
2.624078	52.324219	-20.546875	1002.371094
2.632014	52.300781	-20.484375	1002.546875
2.63995	52.179688	-20.53125	1002.882812
2.647886	52.109375	-20.46875	1002.925781
2.655822	52.320312	-20.449219	1002.691406
2.663758	52.328125	-20.460938	1002.484375
2.671694	52.367188	-20.472656	1002.34375
2.67963	52.195312	-20.617188	1002.257812
2.687566	52.234375	-20.636719	1002.523438
2.695502	52.328125	-20.527344	1002.867187
2.703438	52.292969	-20.449219	1002.785156
2.711374	52.074219	-20.523438	1002.765625
2.71931	52.1875	-20.453125	1002.71875
2.727246	52.253906	-20.484375	1002.507812
2.735182	52.289062	-20.5	1002.488281
2.743118	52.179688	-20.429688	1002.480469
2.751054	52.082031	-20.476562	1002.832031
2.75899	52.078125	-20.457031	1002.703125
2.766926	52.007812	-20.441406	1002.902344
2.774862	52.097656	-20.515625	1002.691406
2.782798	52.101562	-20.59375	1002.75
2.790734	52.050781	-20.640625	1002.414062
2.79867	52.023438	-20.558594	1002.324219
2.806606	52.195312	-20.585938	1002.609375
2.814542	52.113281	-20.582031	1002.558594
2.822478	52.074219	-20.507812	1002.644531
2.830414	52.070312	-20.519531	1002.578125
2.83835	52.214844	-20.3125	1002.609375
2.846286	52.308594	-20.34375	1002.796875
2.854222	52.15625	-20.40625	1002.734375
2.862158	52.25	-20.398438	1002.554688
2.870094	52.15625	-20.5	1002.546875
2.87803	52.207031	-20.453125	1002.519531
2.885966	52.222656	-20.550781	1002.554688
2.893902	52.199219	-20.503906	1002.75
2.901838	52.226562	-20.535156	1002.441406
2.909774	52.160156	-20.621094	1002.359375
2.91771	52.214844	-20.597656	1002.300781
2.925646	52.242188	-20.550781	1002.570313
2.933582	52.242188	-20.472656	1002.675781
2.941518	52.316406	-20.523438	1002.402344
2.949454	52.292969	-20.65625	1002.542969
2.95739	52.257812	-20.480469	1002.699219
2.965326	52.214844	-20.511719	1002.847656
2.973262	52.316406	-20.507812	1002.714844
2.981198	52.382812	-20.503906	1002.773437
2.9891	52.246094	-20.449219	1002.667969
2.997036	52.109375	-20.503906	1002.511719
3.004972	52.085938	-20.414062	1002.414062
3.012908	52.089844	-20.683594	1002.59375
3.020844	52.148438	-20.699219	1002.621094
3.02878	52.203125	-20.625	1002.554688
3.036716	52.113281	-20.597656	1002.734375
3.044652	52.234375	-20.546875	1002.8125
3.052588	52.199219	-20.566406	1002.714844
3.060524	51.996094	-20.628906	1002.808594
3.06846	52.089844	-20.617188	1002.367188
3.076396	52.363281	-20.449219	1002.464844
3.084332	52.179688	-20.589844	1002.714844
3.092268	52.179688	-20.613281	1002.992188
3.100204	52.175781	-20.695312	1002.859375
3.10814	52.261719	-20.511719	1002.71875
3.116076	52.234375	-20.480469	1002.851563
3.124012	52.371094	-20.542969	1002.832031
3.131948	52.226562	-20.472656	1002.484375
3.139884	52.160156	-20.390625	1002.386719
3.14782	52.203125	-20.433594	1002.441406
3.155756	52.28125	-20.339844	1002.492187
3.163692	52.285156	-20.507812	1002.832031
3.171628	52.101562	-20.675781	1002.609375
3.179564	52.175781	-20.539062	1002.601562
3.1875	52.308594	-20.527344	1002.621094
3.195436	52.316406	-20.324219	1002.6875
3.203372	52.34375	-20.378906	1002.59375
3.211308	52.234375	-20.542969	1002.445312
3.219244	52.308594	-20.460938	1002.734375
3.22718	52.199219	-20.558594	1002.601562
3.235116	52.070312	-20.519531	1002.894531
3.243052	52.132812	-20.414062	1002.910156
3.250988	52.070312	-20.480469	1002.796875
3.258924	52.203125	-20.605469	1002.546875
3.26686	52.132812	-20.5	1002.433594
3.274796	52.183594	-20.570312	1002.613281
3.282732	52.3125	-20.648438	1002.722656
3.290668	52.300781	-20.476562	1003.0
3.298604	52.214844	-20.644531	1002.777344
3.30654	52.109375	-20.496094	1002.871094
3.314476	52.191406	-20.605469	1002.574219
3.322412	52.164062	-20.640625	1002.46875
3.330348	52.214844	-20.566406	1002.84375
3.338284	52.210938	-20.582031	1002.613281
3.34622	52.121094	-20.554688	1002.679687
3.354156	52.214844	-20.445312	1002.828125
3.362092	52.089844	-20.382812	1002.804688
3.370028	52.152344	-20.550781	1002.949219
3.377964	52.191406	-20.640625	1002.867187
3.3859	52.238281	-20.664062	1002.632812
3.393836	52.285156	-20.621094	1002.359375
3.401772	52.246094	-20.433594	1002.6875
3.409708	52.328125	-20.445312	1002.597656
3.417644	52.25	-20.382812	1002.535156
3.42558	52.144531	-20.386719	1002.738281
3.433516	52.152344	-20.457031	1002.722656
3.441452	52.132812	-20.46875	1002.738281
3.449388	52.273438	-20.355469	1002.585937
3.457324	52.136719	-20.378906	1002.527344
3.46526	52.226562	-20.542969	1002.429688
3.473196	52.308594	-20.476562	1002.523438
3.481132	52.34375	-20.488281	1002.726562
3.489068	52.121094	-20.570312	1002.726562
3.497004	52.15625	-20.460938	1002.523438
3.50494	52.117188	-20.589844	1002.886719
3.512876	52.128906	-20.648438	1002.644531
3.520812	52.121094	-20.632812	1002.632812
3.528748	52.171875	-20.546875	1002.429688
3.536684	52.191406	-20.609375	1002.519531
3.54462	52.210938	-20.539062	1002.988281
3.552556	52.210938	-20.558594	1002.640625
3.560492	52.117188	-20.417969	1002.898438
3.568428	52.179688	-20.484375	1002.585937
3.576364	52.207031	-20.542969	1002.6875
3.5843	52.171875	-20.5	1002.921875
3.592236	52.113281	-20.546875	1002.734375
3.600172	52.179688	-20.570312	1002.671875
3.608108	52.042969	-20.53125	1002.554688
3.616044	51.902344	-20.6875	1002.6875
3.62398	52.078125	-20.601562	1002.652344
3.631916	52.128906	-20.667969	1002.828125
3.639852	52.253906	-20.695312	1002.742188
3.647788	52.175781	-20.496094	1002.9375
3.655724	52.191406	-20.492188	1002.902344
3.66366	52.074219	-20.277344	1002.6875
3.671596	52.183594	-20.476562	1002.796875
3.679532	52.269531	-20.558594	1002.769531
3.687468	52.257812	-20.609375	1002.832031
3.695404	52.261719	-20.507812	1002.769531
3.70334	52.078125	-20.421875	1002.585937
3.711276	52.046875	-20.574219	1002.785156
3.719212	52.238281	-20.402344	1002.480469
3.727148	52.242188	-20.414062	1002.570313
3.735084	52.160156	-20.480469	1002.410156
3.74302	52.285156	-20.515625	1002.601562
3.750956	52.183594	-20.53125	1002.335938
3.758892	52.320312	-20.566406	1002.542969
3.766828	52.117188	-20.605469	1002.878906
3.774764	51.964844	-20.53125	1002.714844
3.7827	52.214844	-20.578125	1002.675781
3.790636	52.175781	-20.558594	1002.855469
3.798572	52.242188	-20.621094	1002.933594
3.806508	52.253906	-20.53125	1002.6875
3.814444	52.253906	-20.539062	1002.484375
3.82238	52.3125	-20.429688	1002.582031
3.830316	52.167969	-20.574219	1002.769531
3.838252	52.113281	-20.480469	1002.84375
3.846188	52.242188	-20.589844	1002.65625
3.854124	52.109375	-20.636719	1002.660156
3.86206	52.203125	-20.589844	1002.617188
3.869996	52.078125	-20.402344	1002.554688
3.877932	52.144531	-20.476562	1002.636719
3.885868	52.230469	-20.566406	1002.515625
3.893804	52.214844	-20.503906	1002.746094
3.90174	52.253906	-20.46875	1002.808594
3.909676	52.144531	-20.578125	1002.808594
3.917612	52.105469	-20.566406	1002.761719
3.925548	52.226562	-20.4375	1002.699219
3.933484	52.171875	-20.492188	1002.859375
3.94142	52.078125	-20.53125	1002.597656
3.949356	52.171875	-20.476562	1002.558594
3.957292	52.253906	-20.40625	1003.0
3.965228	52.25	-20.46875	1003.03125
3.973164	52.21875	-20.605469	1002.28125
3.98105	52.136719	-20.59375	1002.707031
3.988986	52.175781	-20.539062	1002.726562
3.996922	52.234375	-20.550781	1002.726562
4.004858	52.214844	-20.433594	1002.753906
4.012794	52.097656	-20.457031	1002.652344
4.02073	52.277344	-20.480469	1002.660156
4.028666	52.183594	-20.75	1002.441406
4.036602	52.128906	-20.625	1002.730469
4.044538	52.273438	-20.53125	1002.964844
4.052474	52.148438	-20.4375	1002.726562
4.06041	52.171875	-20.3125	1002.628906
4.068346	52.25	-20.363281	1002.492187
4.076282	52.453125	-20.5	1002.84375
4.084218	52.289062	-20.519531	1002.660156
4.092154	52.121094	-20.492188	1002.8125
4.10009	52.320312	-20.550781	1002.726562
4.108026	52.28125	-20.640625	1002.550781
4.115962	52.367188	-20.664062	1002.527344
4.123898	52.1875	-20.574219	1002.449219
4.131834	52.242188	-20.597656	1002.421875
4.13977	52.125	-20.535156	1002.597656
4.147706	52.132812	-20.542969	1002.621094
4.155642	52.066406	-20.625	1002.8125
4.163578	52.210938	-20.636719	1002.835938
4.171514	52.269531	-20.496094	1002.601562
4.17945	52.066406	-20.566406	1002.742188
4.187386	52.03125	-20.476562	1002.78125
4.195322	52.222656	-20.613281	1002.679687
4.203258	52.226562	-20.585938	1002.597656
4.211194	52.246094	-20.546875	1002.730469
4.21913	52.34375	-20.589844	1002.554688
4.227066	52.207031	-20.457031	1002.503906
4.235002	52.128906	-20.523438	1002.785156
4.242938	52.09375	-20.570312	1002.910156
4.250874	52.136719	-20.617188	1002.769531
4.25881	52.207031	-20.601562	1002.566406
4.266746	51.953125	-20.609375	1002.59375
4.274682	52.105469	-20.578125	1002.714844
4.282618	52.105469	-20.425781	1002.855469
4.290554	52.148438	-20.363281	1002.6875
4.29849	52.203125	-20.625	1002.761719
4.306426	52.117188	-20.597656	1002.761719
4.314362	52.0	-20.511719	1002.710938
4.322298	52.058594	-20.449219	1002.746094
4.330234	52.078125	-20.617188	1002.964844
4.33817	52.144531	-20.773438	1002.753906
4.346106	52.183594	-20.648438	1002.722656
4.354042	52.320312	-20.609375	1002.632812
4.361978	52.269531	-20.554688	1002.882812
4.369914	52.21875	-20.308594	1002.746094
4.37785	52.292969	-20.421875	1002.964844
4.385786	52.203125	-20.542969	1002.816406
4.393722	52.144531	-20.539062	1002.566406
4.401658	52.242188	-20.429688	1002.65625
4.409594	52.207031	-20.429688	1002.652344
4.41753	52.21875	-20.597656	1002.476562
4.425466	52.195312	-20.640625	1002.601562
4.433402	52.304688	-20.589844	1002.460938
4.441338	52.226562	-20.707031	1002.402344
4.449274	52.152344	-20.613281	1002.5625
4.45721	52.292969	-20.679688	1002.261719
4.465146	52.203125	-20.519531	1002.683594
4.473082	52.097656	-20.464844	1002.695312
4.481018	52.261719	-20.328125	1002.699219
4.488954	52.296875	-20.523438	1002.921875
4.49689	52.289062	-20.503906	1002.714844
4.504826	52.269531	-20.53125	1002.617188
4.512762	52.136719	-20.34375	1002.753906
4.520698	52.085938	-20.394531	1002.75
4.528634	52.183594	-20.589844	1002.789062
4.53657	52.238281	-20.425781	1002.714844
4.544506	52.160156	-20.601562	1003.09375
4.552442	52.292969	-20.527344	1002.746094
4.560378	52.265625	-20.390625	1002.359375
4.568314	52.273438	-20.429688	1002.605469
4.57625	52.175781	-20.386719	1002.90625
4.584186	52.117188	-20.539062	1002.765625
4.592122	52.132812	-20.613281	1002.769531
