Seconds (synced)	Acc x	Acc y	Acc z
0.9964	83.316406	-50.925781	991.835938
1.004323	83.207031	-50.699219	991.675781
1.012246	83.285156	-50.59375	992.074219
1.020169	83.367188	-50.699219	991.808594
1.028092	83.285156	-50.761719	991.738281
1.036015	83.386719	-50.832031	991.871094
1.043938	83.300781	-50.785156	991.917969
1.051861	83.523438	-50.785156	991.84375
1.059784	83.574219	-50.78125	992.066406
1.067707	83.429688	-50.832031	991.984375
1.07563	83.328125	-50.75	991.859375
1.083553	83.273438	-50.503906	991.695312
1.091476	83.328125	-50.832031	991.765625
1.099399	83.289062	-50.804688	991.957031
1.107322	83.273438	-50.753906	991.921875
1.115245	83.28125	-50.71875	991.875
1.123168	83.34375	-50.609375	992.242188
1.131091	83.429688	-50.660156	991.898438
1.139014	83.566406	-50.535156	991.621094
1.146937	83.371094	-50.484375	991.773438
1.15486	83.363281	-50.578125	991.910156
1.162783	83.492188	-50.546875	991.996094
1.170706	83.503906	-50.613281	991.980469
1.178629	83.320312	-50.550781	992.269531
1.186552	83.507812	-50.546875	992.054688
1.194475	83.496094	-50.65625	992.023438
1.202398	83.496094	-50.632812	991.808594
1.210321	83.449219	-50.597656	991.777344
1.218244	83.359375	-50.441406	991.449219
1.226167	83.167969	-50.597656	991.523438
1.23409	83.253906	-50.558594	991.878906
1.242013	83.304688	-50.667969	992.132812
1.249936	83.316406	-50.710938	992.257812
1.257859	83.21875	-50.605469	992.007812
1.265782	83.375	-50.722656	992.183594
1.273705	83.226562	-50.789062	992.101562
1.281628	83.433594	-50.621094	992.15625
1.289551	83.460938	-50.667969	992.25
1.297474	83.316406	-50.710938	992.234375
1.305397	83.445312	-50.675781	992.140625
1.31332	83.339844	-50.710938	992.054688
1.321243	83.324219	-50.746094	992.011719
1.329166	83.214844	-50.640625	992.214844
1.337089	83.136719	-50.625	991.6875
1.345012	83.226562	-50.867188	991.679688
1.352935	83.394531	-50.824219	991.597656
1.360858	83.3125	-50.761719	991.671875
1.368781	83.195312	-50.722656	991.609375
1.376704	83.433594	-50.832031	991.953125
1.384627	83.304688	-50.839844	992.601562
1.39255	83.398438	-50.832031	992.222656
1.400473	83.429688	-50.824219	991.800781
1.408396	83.601562	-50.851562	991.710938
1.416319	83.359375	-50.789062	991.875
1.424242	83.441406	-50.746094	991.980469
1.432165	83.417969	-50.738281	992.007812
1.440088	83.441406	-50.78125	991.902344
1.448011	83.464844	-50.539062	992.046875
1.455934	83.28125	-50.703125	992.007812
1.463857	83.316406	-50.582031	991.945312
1.47178	83.394531	-50.601562	991.769531
1.479703	83.449219	-50.664062	992.007812
1.487626	83.355469	-50.707031	991.699219
1.495549	83.34375	-50.511719	991.960938
1.503472	83.386719	-50.460938	991.992188
1.511395	83.324219	-50.460938	992.089844
1.519318	83.253906	-50.511719	991.988281
1.527241	83.214844	-50.636719	992.121094
1.535164	83.300781	-50.671875	991.808594
1.543087	83.40625	-50.625	991.726562
1.55101	83.339844	-50.5625	992.0
1.558933	83.472656	-50.484375	992.253906
1.566856	83.363281	-50.738281	992.332031
1.574779	83.324219	-50.652344	992.28125
1.582702	83.25	-50.613281	991.878906
1.590625	83.199219	-50.675781	992.148438
1.598548	83.308594	-50.566406	992.417969
1.606471	83.246094	-50.484375	992.277344
1.614394	83.320312	-50.660156	992.359375
1.622317	83.378906	-50.820312	991.714844
1.63024	83.335938	-50.785156	991.660156
1.638163	83.398438	-50.574219	991.816406
1.646086	83.480469	-50.589844	992.039062
1.654009	83.265625	-50.644531	992.328125
1.661932	83.4375	-50.683594	992.183594
1.669855	83.328125	-50.648438	992.078125
1.677778	83.265625	-50.683594	991.945312
1.685701	83.429688	-50.5625	992.078125
1.693624	83.570312	-50.695312	992.042969
1.701547	83.488281	-50.703125	992.175781
1.70947	83.421875	-50.699219	992.1875
1.717393	83.253906	-50.617188	992.046875
1.725316	83.265625	-50.71875	991.867188
1.733239	83.300781	-50.933594	991.695312
1.741162	83.308594	-50.84375	991.648438
1.749085	83.449219	-50.867188	991.878906
1.757008	83.316406	-50.773438	991.714844
1.764931	83.265625	-50.75	991.800781
1.772854	83.378906	-50.839844	991.914062
1.780777	83.277344	-50.855469	991.707031
1.7887	83.332031	-50.71875	991.671875
1.796623	83.25	-50.804688	991.742188
1.804546	83.238281	-50.832031	992.050781
1.812469	83.300781	-50.628906	992.195312
1.820392	83.433594	-50.667969	991.957031
1.828315	83.355469	-50.632812	991.984375
1.836238	83.277344	-50.664062	991.597656
1.844161	83.378906	-50.695312	991.976562
1.852084	83.40625	-50.640625	991.996094
1.860007	83.402344	-50.671875	992.34375
1.86793	83.179688	-50.695312	992.304688
1.875853	83.183594	-50.652344	992.011719
1.883776	83.394531	-50.695312	991.890625
1.891699	83.3125	-50.617188	992.03125
1.899622	83.253906	-50.597656	991.863281
1.907545	83.453125	-50.703125	991.953125
1.915468	83.277344	-50.65625	992.011719
1.923391	83.292969	-50.640625	992.039062
1.931314	83.457031	-50.589844	992.191406
1.939237	83.511719	-50.558594	992.253906
1.94716	83.417969	-50.582031	991.933594
1.955083	83.367188	-50.453125	992.070312
1.963006	83.199219	-50.703125	991.621094
1.970929	83.3125	-50.699219	992.074219
1.978852	83.476562	-50.664062	992.097656
1.98675	83.289062	-50.5	992.992188
1.994673	83.402344	-50.457031	992.53125
2.002596	83.28125	-50.699219	991.820312
2.010519	83.289062	-50.664062	991.8125
2.018442	83.242188	-50.640625	991.886719
2.026365	83.480469	-50.527344	991.917969
2.034288	83.527344	-50.675781	991.898438
2.042211	83.507812	-50.878906	991.5625
2.050134	83.417969	-50.558594	991.707031
2.058057	83.355469	-50.726562	992.167969
2.06598	83.324219	-50.796875	991.941406
2.073903	83.339844	-50.765625	991.738281
2.081826	83.222656	-50.8125	991.824219
2.089749	83.332031	-50.753906	991.878906
2.097672	83.496094	-50.757812	991.804688
2.105595	83.261719	-50.683594	991.957031
2.113518	83.34375	-50.550781	992.25
2.121441	83.332031	-50.699219	992.5625
2.129364	83.492188	-50.734375	992.011719
2.137287	83.277344	-50.691406	991.785156
2.14521	83.328125	-50.648438	991.929688
2.153133	83.429688	-50.570312	991.871094
2.161056	83.484375	-50.523438	991.953125
2.168979	83.417969	-50.683594	992.097656
2.176902	83.3125	-50.828125	991.859375
2.184825	83.359375	-50.800781	991.945312
2.192748	83.445312	-50.867188	991.785156
2.200671	83.5	-50.730469	992.164062
2.208594	83.367188	-50.75	992.089844
2.216517	83.277344	-50.714844	992.039062
2.22444	83.394531	-50.796875	991.675781
2.232363	83.386719	-50.722656	991.785156
2.240286	83.289062	-50.59375	992.242188
2.248209	83.378906	-50.738281	992.214844
2.256132	83.523438	-50.671875	992.015625
2.264055	83.527344	-50.5625	992.089844
2.271978	83.410156	-50.570312	991.957031
2.279901	83.390625	-50.625	991.984375
2.287824	83.316406	-50.679688	991.9375
2.295747	83.304688	-50.746094	991.578125
2.30367	83.28125	-50.785156	991.859375
2.311593	83.367188	-50.53125	991.863281
2.319516	83.375	-50.730469	991.761719
2.327439	83.460938	-50.636719	991.859375
2.335362	83.359375	-50.605469	992.132812
2.343285	83.304688	-50.585938	992.113281
2.351208	83.332031	-50.730469	992.003906
2.359131	83.222656	-50.375	992.007812
2.367054	83.457031	-50.433594	992.167969
2.374977	83.523438	-50.652344	992.050781
2.3829	83.269531	-50.535156	992.0625
2.390823	83.367188	-50.628906	991.917969
2.398746	83.484375	-50.679688	991.949219
2.406669	83.550781	-50.753906	992.394531
2.414592	83.355469	-50.78125	992.171875
2.422515	83.28125	-50.707031	991.957031
2.430438	83.367188	-50.777344	992.097656
2.438361	83.121094	-50.476562	991.964844
2.446284	83.25	-50.578125	991.949219
2.454207	83.3125	-50.847656	991.957031
2.46213	83.339844	-50.804688	992.097656
2.470053	83.265625	-50.605469	992.054688
2.477976	83.304688	-50.464844	991.613281
2.485899	83.269531	-50.652344	991.65625
2.493822	83.402344	-50.710938	991.808594
2.501745	83.3125	-50.722656	992.144531
2.509668	83.410156	-50.625	991.953125
2.517591	83.347656	-50.792969	992.109375
2.525514	83.25	-50.761719	992.199219
2.533437	83.324219	-50.738281	992.066406
2.54136	83.265625	-50.792969	991.917969
2.549283	83.285156	-50.699219	992.289062
2.557206	83.570312	-50.730469	992.09375
2.565129	83.378906	-50.800781	991.554688
2.573052	83.390625	-50.585938	991.871094
2.580975	83.257812	-50.796875	991.988281
2.588898	83.25	-50.5625	992.460938
2.596821	83.464844	-50.570312	992.324219
2.604744	83.230469	-50.726562	991.566406
2.612667	83.363281	-50.804688	991.59375
2.62059	83.554688	-50.621094	991.875
2.628513	83.332031	-50.609375	992.046875
2.636436	83.328125	-50.683594	991.859375
2.644359	83.421875	-50.695312	991.855469
2.652282	83.410156	-50.558594	991.777344
2.660205	83.464844	-50.449219	992.488281
2.668128	83.453125	-50.460938	992.175781
2.676051	83.460938	-50.523438	992.011719
2.683974	83.464844	-50.566406	992.214844
2.691897	83.433594	-50.699219	991.996094
2.69982	83.328125	-50.664062	992.121094
2.707743	83.253906	-50.742188	992.007812
2.715666	83.257812	-50.695312	992.085938
2.723589	83.261719	-50.6875	992.316406
2.731512	83.300781	-50.652344	992.003906
2.739435	83.308594	-50.679688	991.9375
2.747358	83.207031	-50.464844	991.714844
2.755281	83.371094	-50.480469	991.761719
2.763204	83.375	-50.757812	991.929688
2.771127	83.371094	-50.730469	991.9375
2.77905	83.328125	-50.691406	992.011719
2.786973	83.164062	-50.546875	991.859375
2.794896	83.394531	-50.6875	992.191406
2.802819	83.496094	-50.636719	992.179688
2.810742	83.394531	-50.582031	992.128906
