Seconds (synced)	Acc x	Acc y	Acc z
7.000967	-23.144531	-18.992188	993.324219
7.008975	-23.019531	-19.078125	992.996094
7.016983	-22.914062	-19.054688	992.898438
7.024991	-23.097656	-18.863281	992.6875
7.032999	-23.179688	-18.71875	992.90625
7.041007	-23.015625	-18.890625	993.097656
7.049015	-23.105469	-18.691406	992.992188
7.057023	-23.183594	-18.882812	992.964844
7.065031	-23.039062	-19.101562	992.878906
7.073039	-23.15625	-19.082031	993.183594
7.081047	-22.972656	-18.953125	993.136719
7.089055	-23.027344	-18.953125	992.992188
7.097063	-22.929688	-18.859375	992.980469
7.105071	-22.941406	-18.949219	993.09375
7.113079	-22.878906	-18.839844	992.90625
7.121087	-23.09375	-18.90625	992.835938
7.129095	-23.164062	-18.785156	992.957031
7.137103	-23.238281	-18.910156	993.292969
7.145111	-23.242188	-18.925781	993.039062
7.153119	-23.089844	-18.945312	993.03125
7.161127	-23.101562	-19.0	993.507812
7.169135	-23.152344	-19.007812	993.328125
7.177143	-23.097656	-19.101562	992.886719
7.185151	-22.898438	-19.125	993.089844
7.193159	-23.074219	-19.128906	993.089844
7.201167	-22.992188	-19.160156	993.253906
7.209175	-23.160156	-19.058594	993.265625
7.217183	-23.242188	-18.996094	993.054688
7.225191	-23.058594	-18.945312	993.128906
7.233199	-23.0625	-19.117188	993.0625
7.241207	-23.089844	-19.035156	992.929688
7.249215	-23.09375	-18.960938	993.015625
7.257223	-23.105469	-18.828125	992.882812
7.265231	-23.097656	-18.964844	992.949219
7.273239	-22.925781	-19.058594	993.300781
7.281247	-22.96875	-19.082031	993.503906
7.289255	-23.09375	-19.09375	993.179688
7.297263	-23.066406	-19.105469	993.140625
7.305271	-23.074219	-19.246094	992.867188
7.313279	-23.046875	-19.160156	993.101562
7.321287	-22.945312	-18.871094	993.078125
7.329295	-22.976562	-18.859375	993.289062
7.337303	-23.011719	-18.972656	993.113281
7.345311	-22.878906	-18.953125	993.171875
7.353319	-22.925781	-18.941406	993.125
7.361327	-22.988281	-19.023438	993.496094
7.369335	-23.082031	-19.011719	993.261719
7.377343	-23.015625	-18.855469	993.15625
7.385351	-22.910156	-18.894531	993.09375
7.393359	-22.828125	-18.96875	993.273438
7.401367	-22.773438	-18.925781	993.25
7.409375	-23.128906	-19.042969	993.421875
7.417383	-23.195312	-18.871094	993.414062
7.425391	-23.125	-18.9375	993.355469
7.433399	-23.046875	-19.003906	993.5625
7.441407	-22.992188	-18.84375	993.253906
7.449415	-22.953125	-18.925781	993.339844
7.457423	-23.140625	-18.859375	993.113281
7.465431	-23.15625	-18.949219	993.148438
7.473439	-23.167969	-18.902344	993.363281
7.481447	-23.164062	-18.921875	993.433594
7.489455	-23.011719	-18.96875	993.273438
7.497463	-23.027344	-19.085938	993.394531
7.505471	-22.992188	-18.902344	993.082031
7.513479	-23.046875	-19.0	993.054688
7.521487	-22.929688	-18.910156	993.140625
7.529495	-23.039062	-18.992188	993.152344
7.537503	-23.050781	-18.996094	993.398438
7.545511	-23.101562	-19.117188	993.382812
7.553519	-22.964844	-19.128906	992.960938
7.561527	-22.953125	-19.011719	993.179688
7.569535	-22.945312	-18.898438	993.277344
7.577543	-22.945312	-19.046875	993.128906
7.585551	-23.101562	-19.085938	993.28125
7.593559	-22.929688	-18.867188	993.484375
7.601567	-23.015625	-19.019531	992.976562
7.609575	-22.976562	-18.972656	992.949219
7.617583	-22.785156	-18.960938	993.296875
7.625591	-22.929688	-19.105469	993.371094
7.633599	-22.976562	-19.253906	993.160156
7.641607	-22.945312	-19.085938	992.984375
7.649615	-22.769531	-19.285156	993.304688
7.657623	-22.964844	-19.089844	993.085938
7.665631	-23.039062	-19.089844	993.527344
7.673639	-23.148438	-18.996094	993.132812
7.681647	-23.039062	-18.851562	993.203125
7.689655	-23.015625	-18.929688	993.144531
7.697663	-23.058594	-18.976562	993.242188
7.705671	-22.914062	-19.152344	993.136719
7.713679	-22.9375	-18.871094	993.167969
7.721687	-23.074219	-18.890625	992.984375
7.729695	-23.15625	-19.15625	992.929688
7.737703	-23.101562	-19.042969	993.039062
7.745711	-22.976562	-19.023438	993.082031
7.753719	-23.011719	-18.871094	993.175781
7.761727	-23.132812	-18.660156	993.515625
7.769735	-23.136719	-18.972656	993.367188
7.777743	-23.070312	-18.910156	993.363281
7.785751	-23.046875	-18.960938	993.191406
7.793759	-23.066406	-18.867188	993.105469
7.801767	-23.03125	-19.117188	993.054688
7.809775	-22.960938	-18.917969	993.105469
7.817783	-22.871094	-18.835938	993.039062
7.825791	-22.890625	-19.0	993.304688
7.833799	-23.117188	-18.964844	993.363281
7.841807	-23.105469	-18.992188	993.246094
7.849815	-22.988281	-18.929688	993.023438
7.857823	-23.050781	-19.117188	993.183594
7.865831	-23.070312	-19.050781	993.011719
7.873839	-23.179688	-19.011719	993.21875
7.881847	-23.222656	-18.890625	993.273438
7.889855	-23.085938	-18.96875	993.433594
7.897863	-23.039062	-18.96875	993.203125
7.905871	-22.917969	-19.058594	993.269531
7.913879	-22.871094	-18.921875	993.21875
7.921887	-23.082031	-18.8125	993.125
7.929895	-23.15625	-18.933594	993.234375
7.937903	-23.097656	-18.894531	993.273438
7.945911	-23.015625	-19.058594	993.308594
7.953919	-23.054688	-19.003906	993.238281
7.961927	-23.085938	-18.972656	993.253906
7.969935	-23.105469	-18.992188	993.164062
7.977943	-22.886719	-18.886719	993.214844
7.985951	-23.0625	-19.15625	993.367188
7.993959	-23.058594	-19.167969	993.121094
8.002017	-22.996094	-19.15625	992.890625
8.010025	-23.011719	-19.050781	993.398438
8.018033	-23.027344	-19.101562	993.054688
8.026041	-23.113281	-19.210938	993.128906
8.034049	-23.136719	-19.058594	993.164062
8.042057	-22.964844	-19.222656	993.195312
8.050065	-22.949219	-19.058594	993.234375
8.058073	-23.03125	-19.097656	993.210938
