Seconds (synced)	Acc x	Acc y	Acc z
4.0007	-62.453125	-26.773438	1001.785156
4.008702	-62.457031	-26.613281	1002.082031
4.016704	-62.355469	-26.675781	1001.933594
4.024706	-62.410156	-26.746094	1001.78125
4.032708	-62.285156	-26.6875	1002.210937
4.04071	-62.253906	-26.636719	1002.039062
4.048712	-62.398438	-26.667969	1001.90625
4.056714	-62.1875	-26.695312	1001.871094
4.064716	-62.402344	-26.71875	1001.871094
4.072718	-62.320312	-26.699219	1001.886719
4.08072	-62.476562	-26.6875	1001.792969
4.088722	-62.417969	-26.683594	1001.953125
4.096724	-62.488281	-26.453125	1002.0625
4.104726	-62.421875	-26.714844	1001.890625
4.112728	-62.476562	-26.617188	1001.71875
4.12073	-62.335938	-26.636719	1001.988281
4.128732	-62.347656	-26.703125	1001.957031
4.136734	-62.574219	-26.628906	1001.960938
4.144736	-62.492188	-26.660156	1001.984375
4.152738	-62.414062	-26.675781	1002.101562
4.16074	-62.453125	-26.71875	1002.066406
4.168742	-62.390625	-26.664062	1001.851562
4.176744	-62.375	-26.546875	1002.128906
4.184746	-62.492188	-26.699219	1001.945312
4.192748	-62.425781	-26.742188	1001.972656
4.20075	-62.449219	-26.628906	1001.953125
4.208752	-62.394531	-26.632812	1002.007812
4.216754	-62.367188	-26.492188	1002.117187
4.224756	-62.363281	-26.535156	1001.984375
4.232758	-62.464844	-26.574219	1002.0
4.24076	-62.515625	-26.707031	1001.980469
4.248762	-62.59375	-26.65625	1002.105469
4.256764	-62.417969	-26.601562	1001.976562
4.264766	-62.398438	-26.59375	1001.929688
4.272768	-62.328125	-26.667969	1002.117187
4.28077	-62.296875	-26.800781	1002.136719
4.288772	-62.609375	-26.582031	1002.214844
4.296774	-62.425781	-26.488281	1002.039062
4.304776	-62.324219	-26.738281	1001.980469
4.312778	-62.351562	-26.710938	1002.050781
4.32078	-62.335938	-26.660156	1001.953125
4.328782	-62.441406	-26.65625	1001.988281
4.336784	-62.386719	-26.609375	1002.09375
4.344786	-62.332031	-26.671875	1002.027344
4.352788	-62.34375	-26.644531	1002.101562
4.36079	-62.46875	-26.625	1002.378906
4.368792	-62.566406	-26.582031	1002.261719
4.376794	-62.285156	-26.539062	1002.089844
4.384796	-62.515625	-26.570312	1001.992188
4.392798	-62.433594	-26.574219	1001.976562
4.4008	-62.441406	-26.496094	1002.027344
4.408802	-62.339844	-26.511719	1002.085938
4.416804	-62.519531	-26.65625	1002.023437
4.424806	-62.507812	-26.691406	1002.039062
4.432808	-62.515625	-26.855469	1001.988281
4.44081	-62.359375	-26.769531	1001.796875
4.448812	-62.429688	-26.535156	1001.992188
4.456814	-62.457031	-26.679688	1002.203125
4.464816	-62.425781	-26.761719	1002.234375
4.472818	-62.363281	-26.742188	1001.980469
4.48082	-62.511719	-26.652344	1001.949219
4.488822	-62.507812	-26.710938	1002.019531
4.496824	-62.375	-26.605469	1001.976562
4.504826	-62.398438	-26.574219	1001.921875
4.512828	-62.484375	-26.402344	1002.089844
4.52083	-62.410156	-26.71875	1002.027344
4.528832	-62.546875	-26.632812	1001.996094
4.536834	-62.429688	-26.5625	1002.425781
4.544836	-62.28125	-26.5625	1002.273438
4.552838	-62.34375	-26.816406	1002.015625
4.56084	-62.40625	-26.871094	1002.074219
4.568842	-62.457031	-26.617188	1001.972656
4.576844	-62.46875	-26.613281	1001.898438
4.584846	-62.390625	-26.652344	1001.910156
4.592848	-62.378906	-26.820312	1001.761719
4.60085	-62.472656	-26.820312	1002.15625
4.608852	-62.371094	-26.667969	1002.171875
4.616854	-62.398438	-26.589844	1002.105469
4.624856	-62.535156	-26.679688	1001.9375
4.632858	-62.347656	-26.617188	1002.070312
4.64086	-62.472656	-26.648438	1001.726562
4.648862	-62.359375	-26.574219	1002.011719
4.656864	-62.449219	-26.589844	1001.957031
4.664866	-62.308594	-26.648438	1002.152344
4.672868	-62.433594	-26.582031	1002.042969
