Seconds (synced)	Acc x	Acc y	Acc z
5.0022	-60.652344	-54.652344	987.007812
5.010232	-60.394531	-54.605469	987.144531
5.018264	-60.46875	-54.605469	987.242188
5.026296	-60.609375	-54.867188	987.164062
5.034328	-60.703125	-54.703125	987.085938
5.04236	-60.554688	-54.582031	987.015625
5.050392	-60.40625	-54.664062	987.171875
5.058424	-60.414062	-54.632812	987.003906
5.066456	-60.441406	-54.675781	987.148438
5.074488	-60.472656	-54.546875	987.207031
5.08252	-60.46875	-54.601562	987.253906
5.090552	-60.339844	-54.5	987.242188
5.098584	-60.363281	-54.613281	987.273438
5.106616	-60.550781	-54.738281	987.28125
5.114648	-60.625	-54.613281	987.375
5.12268	-60.625	-54.710938	987.316406
5.130712	-60.429688	-54.582031	987.535156
5.138744	-60.429688	-54.628906	987.253906
5.146776	-60.570312	-54.609375	987.261719
5.154808	-60.527344	-54.746094	987.042969
5.16284	-60.574219	-54.703125	987.066406
5.170872	-60.617188	-54.667969	987.179688
5.178904	-60.546875	-54.574219	987.238281
5.186936	-60.546875	-54.59375	987.210938
5.194968	-60.464844	-54.570312	987.097656
5.203	-60.4375	-54.433594	987.429688
5.211032	-60.484375	-54.636719	987.21875
5.219064	-60.4375	-54.78125	987.136719
5.227096	-60.492188	-54.621094	987.148438
5.235128	-60.464844	-54.691406	987.210938
5.24316	-60.636719	-54.609375	987.242188
5.251192	-60.667969	-54.558594	987.140625
5.259224	-60.683594	-54.742188	986.988281
5.267256	-60.628906	-54.730469	987.089844
5.275288	-60.582031	-54.726562	987.398438
5.28332	-60.597656	-54.628906	987.128906
5.291352	-60.730469	-54.644531	987.167969
5.299384	-60.761719	-54.722656	987.046875
5.307416	-60.480469	-54.847656	987.28125
5.315448	-60.484375	-54.679688	986.980469
5.32348	-60.5	-54.824219	987.226562
5.331512	-60.519531	-54.789062	987.207031
5.339544	-60.515625	-54.640625	987.257812
5.347576	-60.601562	-54.550781	987.320312
5.355608	-60.609375	-54.738281	987.257812
5.36364	-60.503906	-54.671875	987.0625
5.371672	-60.601562	-54.785156	987.542969
5.379704	-60.589844	-54.589844	987.371094
5.387736	-60.464844	-54.507812	987.398438
5.395768	-60.40625	-54.667969	987.445312
5.4038	-60.636719	-54.722656	987.484375
5.411832	-60.582031	-54.761719	987.242188
5.419864	-60.394531	-54.707031	987.515625
5.427896	-60.542969	-54.617188	987.457031
5.435928	-60.589844	-54.554688	987.21875
5.44396	-60.5	-54.589844	987.175781
5.451992	-60.414062	-54.691406	987.210938
