Date	Time	Seconds (zeroed)	Seconds (synced)	Acc x	Acc y	Acc z
23/10/2024	13:23:19.545417	0.000000	0.000000	 55.187500	-18.660156	1014.140625
23/10/2024	13:23:19.553405	0.007988	0.007988	 55.253906	-18.738281	1014.421875
23/10/2024	13:23:19.561393	0.015976	0.015976	 55.152344	-18.710938	1014.738281
23/10/2024	13:23:19.569381	0.023964	0.023964	 55.253906	-18.585938	1014.496094
23/10/2024	13:23:19.577369	0.031952	0.031952	 55.167969	-18.531250	1014.621094
23/10/2024	13:23:19.585357	0.039940	0.039940	 55.183594	-18.542969	1014.511719
23/10/2024	13:23:19.593345	0.047928	0.047928	 55.121094	-18.558594	1014.695312
23/10/2024	13:23:19.601333	0.055916	0.055916	 55.066406	-18.722656	1014.449219
23/10/2024	13:23:19.609321	0.063904	0.063904	 55.078125	-18.566406	1014.343750
23/10/2024	13:23:19.617309	0.071892	0.071892	 54.957031	-18.613281	1014.691406
23/10/2024	13:23:19.625297	0.079880	0.079880	 55.042969	-18.574219	1014.539062
23/10/2024	13:23:19.633285	0.087868	0.087868	 55.105469	-18.531250	1014.488281
23/10/2024	13:23:19.641273	0.095856	0.095856	 55.050781	-18.609375	1014.531250
23/10/2024	13:23:19.649261	0.103844	0.103844	 55.058594	-18.636719	1014.652344
23/10/2024	13:23:19.657249	0.111832	0.111832	 55.179688	-18.636719	1014.699219
23/10/2024	13:23:19.665237	0.119820	0.119820	 55.289062	-18.574219	1014.871094
23/10/2024	13:23:19.673225	0.127808	0.127808	 55.019531	-18.707031	1014.519531
23/10/2024	13:23:19.681213	0.135796	0.135796	 55.148438	-18.667969	1014.683594
23/10/2024	13:23:19.689201	0.143784	0.143784	 55.136719	-18.589844	1014.652344
23/10/2024	13:23:19.697189	0.151772	0.151772	 55.187500	-18.539062	1014.703125
23/10/2024	13:23:19.705177	0.159760	0.159760	 55.121094	-18.664062	1014.519531
23/10/2024	13:23:19.713165	0.167748	0.167748	 55.183594	-18.597656	1014.734375
23/10/2024	13:23:19.721153	0.175736	0.175736	 55.265625	-18.558594	1014.585937
23/10/2024	13:23:19.729141	0.183724	0.183724	 55.144531	-18.531250	1014.703125
23/10/2024	13:23:19.737129	0.191712	0.191712	 55.332031	-18.582031	1014.628906
23/10/2024	13:23:19.745117	0.199700	0.199700	 55.156250	-18.675781	1014.746094
23/10/2024	13:23:19.753105	0.207688	0.207688	 55.234375	-18.679688	1014.824219
23/10/2024	13:23:19.761093	0.215676	0.215676	 55.203125	-18.542969	1014.480469
23/10/2024	13:23:19.769081	0.223664	0.223664	 55.230469	-18.457031	1014.511719
23/10/2024	13:23:19.777069	0.231652	0.231652	 55.160156	-18.500000	1014.683594
23/10/2024	13:23:19.785057	0.239640	0.239640	 55.203125	-18.535156	1014.945313
23/10/2024	13:23:19.793045	0.247628	0.247628	 55.167969	-18.714844	1014.664063
23/10/2024	13:23:19.801033	0.255616	0.255616	 55.113281	-18.796875	1014.601562
23/10/2024	13:23:19.809021	0.263604	0.263604	 55.253906	-18.582031	1014.542969
