Time (s)	x (g)	y (g)	z (g)
0.0	0.0738125	-0.09657421875	0.04938671875
0.008019	0.07345703125	-0.096359375	0.0492265625
0.016038	0.07388671875	-0.09702734375	0.0490078125
0.024057	0.07337109375	-0.096453125	0.0494375
0.032076	0.07291015625	-0.0962109375	0.04972265625
0.040095	0.07263671875	-0.096546875	0.04916015625
0.048114	0.07320703125	-0.0969375	0.04874609375
0.056133	0.0724609375	-0.09628125	0.04935546875
0.064152	0.07267578125	-0.09662890625	0.04931640625
0.072171	0.07321875	-0.09621875	0.04940625
0.08019	0.07330078125	-0.09660546875	0.04946875
0.088209	0.07289453125	-0.0970546875	0.0490703125
0.096228	0.07273046875	-0.09624609375	0.04943359375
0.104247	0.07296484375	-0.0966875	0.049359375
0.112266	0.07368359375	-0.09633203125	0.04936328125
0.120285	0.07310546875	-0.0962109375	0.04923828125
0.128304	0.07240234375	-0.09634765625	0.04947265625
0.136323	0.07283203125	-0.0967265625	0.04941796875
0.144342	0.0732421875	-0.09712109375	0.0492421875
0.152361	0.0735859375	-0.097125	0.04934765625
0.16038	0.07320703125	-0.09647265625	0.04954296875
0.168399	0.07328125	-0.09633984375	0.04919140625
0.176418	0.07333203125	-0.09614453125	0.04953125
0.184437	0.07333984375	-0.095796875	0.04953515625
0.192456	0.0723359375	-0.09644140625	0.04931640625
0.200475	0.07328515625	-0.0965	0.0493125
0.208494	0.072640625	-0.09630078125	0.04931640625
0.216513	0.07265234375	-0.09653515625	0.04929296875
0.224532	0.07285546875	-0.096484375	0.04934375
0.232551	0.07279296875	-0.09640625	0.049421875
0.24057	0.07315625	-0.0968125	0.049109375
0.248589	0.07251171875	-0.0970859375	0.04902734375
0.256608	0.0725625	-0.09646875	0.049296875
0.264627	0.07320703125	-0.09634375	0.0493828125
0.272646	0.07262109375	-0.09556640625	0.04948828125
0.280665	0.0731484375	-0.09584765625	0.04952734375
0.288684	0.07301171875	-0.0967265625	0.04909765625
0.296703	0.07228125	-0.09670703125	0.0493515625
0.304722	0.07292578125	-0.09694140625	0.0493671875
0.312741	0.07273828125	-0.0973046875	0.048734375
0.32076	0.07269140625	-0.09617578125	0.04965234375
0.328779	0.07283203125	-0.09619921875	0.049515625
0.336798	0.07258203125	-0.0963203125	0.04948046875
0.344817	0.0725390625	-0.09667578125	0.04909765625
0.352836	0.07380859375	-0.0966796875	0.0492109375
0.360855	0.07278515625	-0.09593359375	0.049609375
0.368874	0.07315234375	-0.0956484375	0.04996484375
0.376893	0.07307421875	-0.096046875	0.04965234375
0.384912	0.07273046875	-0.09654296875	0.04944921875
0.392931	0.072921875	-0.096125	0.04961328125
0.40095	0.07263671875	-0.09627734375	0.04958203125
0.408969	0.072953125	-0.0962109375	0.04951953125
0.416988	0.0734296875	-0.0964375	0.0495078125
0.425007	0.07346875	-0.09723828125	0.04912109375
0.433026	0.07392578125	-0.096296875	0.04953125
0.441045	0.07343359375	-0.09644921875	0.0493359375
0.449064	0.07323828125	-0.09644921875	0.04925390625
0.457083	0.07378125	-0.09641015625	0.0493984375
0.465102	0.07316015625	-0.09623046875	0.049625
0.473121	0.072359375	-0.09577734375	0.04944140625
0.48114	0.07288671875	-0.09583984375	0.04943359375
0.489159	0.0737109375	-0.09604296875	0.04961328125
0.497178	0.07305078125	-0.09612109375	0.04944140625
0.505197	0.073328125	-0.0970703125	0.04920703125
0.513216	0.07307421875	-0.09665234375	0.0491484375
0.521235	0.07330078125	-0.09673828125	0.04928515625
0.529254	0.07292578125	-0.09640234375	0.0494453125
0.537273	0.07242578125	-0.09642578125	0.04959375
0.545292	0.0728828125	-0.097109375	0.04899609375
0.553311	0.07322265625	-0.0965859375	0.04913671875
0.56133	0.07376953125	-0.09628515625	0.0490546875
0.569349	0.07363671875	-0.0967421875	0.0491015625
0.577368	0.07305859375	-0.0964765625	0.0494765625
0.585387	0.07307421875	-0.09651171875	0.04943359375
0.593406	0.0733984375	-0.09666015625	0.049265625
0.601425	0.07316015625	-0.0966875	0.04943359375
0.609444	0.07309765625	-0.09635546875	0.04919140625
0.617463	0.0731796875	-0.096390625	0.0494140625
0.625482	0.07372265625	-0.09645703125	0.04934375
0.633501	0.0735234375	-0.0965	0.04922265625
0.64152	0.073296875	-0.09644921875	0.049375
0.649539	0.07307421875	-0.09682421875	0.0494140625
0.657558	0.07230078125	-0.09651171875	0.049234375
0.665577	0.0734765625	-0.095859375	0.0494765625
0.673596	0.0724296875	-0.09620703125	0.0492734375
0.681615	0.0725	-0.09609765625	0.0493984375
0.689634	0.0735546875	-0.09727734375	0.0490703125
0.697653	0.0732578125	-0.0961953125	0.04941015625
0.705672	0.07327734375	-0.0960859375	0.04941796875
0.713691	0.07278515625	-0.09634375	0.0495
0.72171	0.07254296875	-0.09661328125	0.04937890625
0.729729	0.07393359375	-0.096296875	0.0494921875
0.737748	0.0741875	-0.096875	0.0492109375
0.745767	0.0731015625	-0.09568359375	0.0496953125
0.753786	0.0726796875	-0.09666796875	0.04916796875
0.761805	0.07345703125	-0.0966875	0.04918359375
0.769824	0.07290625	-0.097265625	0.0491015625
0.777843	0.07306640625	-0.09666796875	0.0493203125
0.785862	0.07303125	-0.0969375	0.04904296875
0.793881	0.07312109375	-0.09630078125	0.04941796875
0.8019	0.0733359375	-0.096265625	0.049609375
0.809919	0.0730234375	-0.0963046875	0.049484375
0.817938	0.073265625	-0.0962890625	0.04944921875
0.825957	0.0730859375	-0.09607421875	0.049484375
0.833976	0.0731328125	-0.096171875	0.049375
0.841995	0.073453125	-0.09606640625	0.04928125
0.850014	0.07365234375	-0.0964375	0.04931640625
0.858033	0.07323828125	-0.09580859375	0.0495078125
0.866052	0.07309765625	-0.0968203125	0.0493984375
0.874071	0.072640625	-0.0966640625	0.04925390625
0.88209	0.0726484375	-0.0963359375	0.04936328125
0.890109	0.0736328125	-0.09615234375	0.04957421875
0.898128	0.07349609375	-0.0962734375	0.04937109375
0.906147	0.07326171875	-0.09639453125	0.04906640625
0.914166	0.07323828125	-0.09647265625	0.0493671875
0.922185	0.0729453125	-0.0966015625	0.04923828125
0.930204	0.07271875	-0.0968984375	0.04914453125
0.938223	0.07279296875	-0.09623828125	0.04925
0.946242	0.0728671875	-0.09565234375	0.049578125
0.954261	0.07296875	-0.09691796875	0.0492265625
0.96228	0.0728359375	-0.096203125	0.0495078125
0.970299	0.0716484375	-0.09698828125	0.0492890625
0.978318	0.0725703125	-0.0967734375	0.04939453125
0.986337	0.072484375	-0.09662109375	0.0493203125
0.994356	0.07284765625	-0.09744140625	0.048984375
2.002433	0.07296484375	-0.09672265625	0.04923828125
2.010452	0.072734375	-0.09681640625	0.049265625
2.018471	0.07351171875	-0.09691796875	0.04933203125
2.02649	0.07304296875	-0.09673046875	0.04921875
2.034509	0.07348046875	-0.09603515625	0.049484375
2.042528	0.0728515625	-0.09616015625	0.04946875
2.050547	0.07317578125	-0.09643359375	0.04916796875
2.058566	0.0724296875	-0.0964296875	0.049296875
2.066585	0.07296875	-0.09640234375	0.04955078125
2.074604	0.0726328125	-0.096640625	0.04933984375
2.082623	0.07319140625	-0.0969765625	0.0493828125
2.090642	0.07276171875	-0.09667578125	0.04948828125
2.098661	0.07286328125	-0.09632421875	0.04950390625
2.10668	0.07310546875	-0.0958984375	0.04962109375
2.114699	0.0726953125	-0.09648828125	0.049453125
2.122718	0.0725234375	-0.09628515625	0.04954296875
2.130737	0.073328125	-0.09635546875	0.04922265625
2.138756	0.07348046875	-0.09588671875	0.04958984375
2.146775	0.07326953125	-0.09639453125	0.04935546875
2.154794	0.073109375	-0.0958046875	0.04954296875
2.162813	0.07276171875	-0.09632421875	0.0493828125
2.170832	0.07272265625	-0.09608203125	0.04953125
2.178851	0.0725546875	-0.09603515625	0.0495390625
2.18687	0.0727265625	-0.09616015625	0.04935546875
2.194889	0.072921875	-0.0964609375	0.0493203125
2.202908	0.07351171875	-0.095859375	0.0494921875
2.210927	0.0739296875	-0.09579296875	0.04933203125
2.218946	0.07303125	-0.09660546875	0.04896484375
2.226965	0.072984375	-0.0963203125	0.049234375
2.234984	0.0728515625	-0.0962734375	0.04941015625
2.243003	0.07274609375	-0.09643359375	0.0495
2.251022	0.0727890625	-0.096734375	0.0492578125
2.259041	0.07292578125	-0.09598828125	0.04947265625
2.26706	0.0725703125	-0.09617578125	0.0494375
2.275079	0.07243359375	-0.096671875	0.049
2.283098	0.07353125	-0.09622265625	0.049453125
2.291117	0.0740390625	-0.09563671875	0.049640625
2.299136	0.073984375	-0.096453125	0.04913671875
2.307155	0.0732578125	-0.09609765625	0.04950390625
2.315174	0.07293359375	-0.09622265625	0.0494609375
2.323193	0.0730625	-0.096796875	0.0491015625
2.331212	0.073375	-0.09656640625	0.04930078125
2.339231	0.07278125	-0.0965546875	0.04900390625
2.34725	0.07296484375	-0.09659375	0.04929296875
2.355269	0.0725859375	-0.09680859375	0.0492578125
2.363288	0.0734609375	-0.09616015625	0.04945703125
2.371307	0.07317578125	-0.09640625	0.04932421875
2.379326	0.07325390625	-0.09651953125	0.04939453125
2.387345	0.073140625	-0.0962890625	0.04947265625
2.395364	0.0731875	-0.09675	0.04925390625
2.403383	0.0731171875	-0.0965546875	0.049359375
2.411402	0.072640625	-0.0966796875	0.049390625
2.419421	0.0728515625	-0.09642578125	0.0496015625
2.42744	0.07336328125	-0.09631640625	0.04947265625
2.435459	0.0737578125	-0.09645703125	0.0494453125
2.443478	0.07316015625	-0.09633984375	0.04953515625
2.451497	0.073125	-0.09685546875	0.04921484375
2.459516	0.07321875	-0.0967265625	0.04917578125
2.467535	0.0720390625	-0.0964609375	0.049359375
2.475554	0.0719296875	-0.096765625	0.04932421875
2.483573	0.0729296875	-0.096796875	0.04928125
2.491592	0.07275	-0.09704296875	0.048703125
2.499611	0.07301953125	-0.09665625	0.0491796875
2.50763	0.07301171875	-0.0958359375	0.0498203125
2.515649	0.07316796875	-0.09672265625	0.04946875
2.523668	0.0731875	-0.09601953125	0.0493984375
2.531687	0.073375	-0.0961328125	0.049453125
2.539706	0.073125	-0.09694140625	0.04935546875
2.547725	0.0737890625	-0.09664453125	0.0493984375
2.555744	0.072828125	-0.0963203125	0.049546875
2.563763	0.073453125	-0.09672265625	0.04949609375
2.571782	0.07408203125	-0.0965703125	0.04937890625
2.579801	0.07356640625	-0.0970859375	0.049125
2.58782	0.07331640625	-0.09701953125	0.04937109375
2.595839	0.07308984375	-0.09619921875	0.04940625
2.603858	0.0724453125	-0.09582421875	0.04955859375
2.611877	0.0727421875	-0.09628515625	0.04931640625
2.619896	0.07337109375	-0.09666015625	0.049109375
2.627915	0.07288671875	-0.09649609375	0.04940234375
2.635934	0.073171875	-0.096609375	0.04927734375
2.643953	0.07324609375	-0.09676171875	0.0492734375
2.651972	0.07280859375	-0.0967109375	0.04909375
2.659991	0.073109375	-0.0969375	0.0491875
2.66801	0.073984375	-0.0974453125	0.04903125
2.676029	0.07366796875	-0.0960078125	0.0494296875
2.684048	0.07312890625	-0.09618359375	0.04930859375
2.692067	0.07308203125	-0.0967421875	0.04927734375
2.700086	0.07310546875	-0.09618359375	0.0494765625
2.708105	0.0731953125	-0.09655078125	0.04925390625
2.716124	0.07265625	-0.0968671875	0.0491171875
2.724143	0.0729140625	-0.0968671875	0.04935546875
2.732162	0.07285546875	-0.09633203125	0.0495546875
2.740181	0.07287109375	-0.09653125	0.04950390625
2.7482	0.07346875	-0.09690234375	0.049390625
2.756219	0.07355078125	-0.0964609375	0.04962890625
2.764238	0.07319921875	-0.09630078125	0.0495625
2.772257	0.073359375	-0.09678125	0.04922265625
2.780276	0.07252734375	-0.09670703125	0.049296875
2.788295	0.07331640625	-0.096671875	0.0491015625
2.796314	0.072703125	-0.0972421875	0.04885546875
2.804333	0.07274609375	-0.09658984375	0.04933203125
2.812352	0.07247265625	-0.0963828125	0.0493828125
2.820371	0.0728203125	-0.09603515625	0.04963671875
2.82839	0.07315234375	-0.09581640625	0.049875
2.836409	0.0728046875	-0.0964453125	0.04951953125
2.844428	0.07283984375	-0.09672265625	0.049421875
2.852447	0.0726171875	-0.09593359375	0.0495
2.860466	0.0726796875	-0.096140625	0.0494765625
2.868485	0.0724296875	-0.0965078125	0.04943359375
2.876504	0.07253515625	-0.09655859375	0.0491015625
2.884523	0.073015625	-0.09637109375	0.04946484375
2.892542	0.07337890625	-0.09631640625	0.04933984375
2.900561	0.0729921875	-0.0964296875	0.04931640625
2.90858	0.0727265625	-0.096296875	0.04947265625
2.916599	0.07273046875	-0.09640625	0.04915234375
2.924618	0.0725546875	-0.09590234375	0.04940234375
2.932637	0.07318359375	-0.09603125	0.04953515625
2.940656	0.073859375	-0.096296875	0.04931640625
2.948675	0.07306640625	-0.09616796875	0.0493046875
2.956694	0.0726796875	-0.0970234375	0.048859375
2.964713	0.0726484375	-0.09700390625	0.0493125
2.972732	0.07334765625	-0.09679296875	0.04917578125
2.980751	0.07330859375	-0.096484375	0.04960546875
2.98877	0.07303125	-0.09599609375	0.049671875
2.996789	0.0733671875	-0.0963828125	0.04955859375
3.004866	0.07335546875	-0.09657421875	0.04908203125
3.012885	0.07281640625	-0.0959609375	0.0495078125
3.020904	0.073703125	-0.0965078125	0.04921875
3.028923	0.07306640625	-0.0961015625	0.04957421875
3.036942	0.0730546875	-0.0959765625	0.04959375
3.044961	0.07290234375	-0.09710546875	0.04902734375
3.05298	0.07256640625	-0.0975078125	0.0491875
3.060999	0.07306640625	-0.097078125	0.0490703125
3.069018	0.0732421875	-0.09656640625	0.0491953125
3.077037	0.07306640625	-0.09680859375	0.0493046875
3.085056	0.07333203125	-0.09636328125	0.04937890625
3.093075	0.0729921875	-0.09687890625	0.04929296875
3.101094	0.07309765625	-0.09660546875	0.04951171875
3.109113	0.07367578125	-0.09657421875	0.04933203125
3.117132	0.073203125	-0.09649609375	0.0495546875
3.125151	0.07309765625	-0.097234375	0.04913671875
3.13317	0.07269140625	-0.09639453125	0.0493046875
3.141189	0.072234375	-0.096421875	0.0492890625
3.149208	0.0736328125	-0.096	0.0499140625
3.157227	0.07341015625	-0.09613671875	0.049234375
3.165246	0.07273828125	-0.09587890625	0.04960546875
3.173265	0.072640625	-0.09616015625	0.04947265625
3.181284	0.0731640625	-0.0968828125	0.04915234375
3.189303	0.07154296875	-0.09698046875	0.04899609375
3.197322	0.0723671875	-0.096421875	0.049328125
3.205341	0.07362890625	-0.09580859375	0.04946484375
3.21336	0.07283984375	-0.096140625	0.04967578125
3.221379	0.07243359375	-0.0963828125	0.04958203125
3.229398	0.0724921875	-0.0965078125	0.04925
3.237417	0.07276171875	-0.09659765625	0.0493125
3.245436	0.07273046875	-0.09658984375	0.04905859375
3.253455	0.07313671875	-0.0966171875	0.04947265625
3.261474	0.0720390625	-0.09606640625	0.04967578125
3.269493	0.07262890625	-0.0962578125	0.04922265625
3.277512	0.072984375	-0.09630859375	0.04953515625
3.285531	0.0725234375	-0.09650390625	0.049453125
3.29355	0.07274609375	-0.09620703125	0.049625
3.301569	0.07360546875	-0.0973125	0.0489921875
3.309588	0.07376953125	-0.09659375	0.04941796875
3.317607	0.07331640625	-0.09636328125	0.04948046875
3.325626	0.07339453125	-0.09715234375	0.049125
3.333645	0.0726328125	-0.096796875	0.04933203125
3.341664	0.07303515625	-0.0959921875	0.04967578125
3.349683	0.07351171875	-0.0961796875	0.0494453125
3.357702	0.0726640625	-0.09723046875	0.04928125
3.365721	0.07329296875	-0.09580859375	0.0496171875
3.37374	0.072390625	-0.0956875	0.049515625
3.381759	0.0728671875	-0.0967578125	0.04934765625
3.389778	0.07279296875	-0.09643359375	0.04930078125
3.397797	0.07244140625	-0.09626171875	0.0494765625
3.405816	0.0736875	-0.09619921875	0.0496171875
3.413835	0.073296875	-0.0967421875	0.04931640625
3.421854	0.07281640625	-0.0964921875	0.04919921875
3.429873	0.07223046875	-0.09658203125	0.04944140625
3.437892	0.0734296875	-0.09644140625	0.04927734375
3.445911	0.07272265625	-0.09642578125	0.04928515625
3.45393	0.07273046875	-0.097015625	0.0491171875
3.461949	0.0723984375	-0.0965703125	0.04921875
3.469968	0.07253125	-0.09648828125	0.0491796875
3.477987	0.07323828125	-0.0965390625	0.0493125
3.486006	0.07248046875	-0.0965859375	0.0495234375
3.494025	0.07231640625	-0.09741015625	0.04888671875
3.502044	0.072578125	-0.096578125	0.048921875
3.510063	0.07331640625	-0.0968125	0.049390625
