Date	Time	Seconds (zeroed)	Seconds (synced)	Acc x	Acc y	Acc z
23/10/2024	13:36:55.543900	0.000000	5.998917	-76.535156	 -5.707031	1001.070312
23/10/2024	13:36:55.551875	0.007975	6.006892	-76.347656	 -5.851562	1001.125000
23/10/2024	13:36:55.559850	0.015950	6.014867	-76.289062	 -5.882812	1001.292969
23/10/2024	13:36:55.567825	0.023925	6.022842	-76.222656	 -5.628906	1001.425781
23/10/2024	13:36:55.575800	0.031900	6.030817	-76.164062	 -5.785156	1001.320313
23/10/2024	13:36:55.583775	0.039875	6.038792	-76.300781	 -5.671875	1001.355469
23/10/2024	13:36:55.591750	0.047850	6.046767	-76.402344	 -5.503906	1001.429688
23/10/2024	13:36:55.599725	0.055825	6.054742	-76.320312	 -5.617188	1001.257812
23/10/2024	13:36:55.607700	0.063800	6.062717	-76.453125	 -5.503906	1001.277344
23/10/2024	13:36:55.615675	0.071775	6.070692	-76.171875	 -5.597656	1001.320313
23/10/2024	13:36:55.623650	0.079750	6.078667	-76.265625	 -5.640625	1001.386719
23/10/2024	13:36:55.631625	0.087725	6.086642	-76.339844	 -5.640625	1001.203125
23/10/2024	13:36:55.639600	0.095700	6.094617	-76.394531	 -5.656250	1001.054687
23/10/2024	13:36:55.647575	0.103675	6.102592	-76.398438	 -5.570312	1000.917969
23/10/2024	13:36:55.655550	0.111650	6.110567	-76.429688	 -5.722656	1001.066406
23/10/2024	13:36:55.663525	0.119625	6.118542	-76.125000	 -5.687500	1001.378906
23/10/2024	13:36:55.671500	0.127600	6.126517	-76.308594	 -5.730469	1001.531250
23/10/2024	13:36:55.679475	0.135575	6.134492	-76.269531	 -5.687500	1001.496094
23/10/2024	13:36:55.687450	0.143550	6.142467	-76.195312	 -5.671875	1001.160156
23/10/2024	13:36:55.695425	0.151525	6.150442	-76.253906	 -5.718750	1001.167969
23/10/2024	13:36:55.703400	0.159500	6.158417	-76.265625	 -5.703125	1001.292969
23/10/2024	13:36:55.711375	0.167475	6.166392	-76.304688	 -5.632812	1001.332031
23/10/2024	13:36:55.719350	0.175450	6.174367	-76.292969	 -5.660156	1001.121094
23/10/2024	13:36:55.727325	0.183425	6.182342	-76.308594	 -5.671875	1001.187500
23/10/2024	13:36:55.735300	0.191400	6.190317	-76.027344	 -5.808594	1001.027344
23/10/2024	13:36:55.743275	0.199375	6.198292	-76.257812	 -5.820312	1001.046875
23/10/2024	13:36:55.751250	0.207350	6.206267	-76.511719	 -5.699219	1001.031250
23/10/2024	13:36:55.759225	0.215325	6.214242	-76.449219	 -5.699219	1000.960937
23/10/2024	13:36:55.767200	0.223300	6.222217	-76.437500	 -5.816406	1000.933594
23/10/2024	13:36:55.775175	0.231275	6.230192	-76.199219	 -5.714844	1001.160156
23/10/2024	13:36:55.783150	0.239250	6.238167	-75.996094	 -5.750000	1001.562500
23/10/2024	13:36:55.791125	0.247225	6.246142	-76.277344	 -5.781250	1001.492188
23/10/2024	13:36:55.799100	0.255200	6.254117	-76.167969	 -5.570312	1001.410156
23/10/2024	13:36:55.807075	0.263175	6.262092	-76.253906	 -5.621094	1001.398438
23/10/2024	13:36:55.815050	0.271150	6.270067	-76.171875	 -5.679688	1001.425781
23/10/2024	13:36:55.823025	0.279125	6.278042	-76.261719	 -5.648438	1001.492188
23/10/2024	13:36:55.831000	0.287100	6.286017	-76.253906	 -5.703125	1001.140625
23/10/2024	13:36:55.838975	0.295075	6.293992	-76.175781	 -5.609375	1001.242187
23/10/2024	13:36:55.846950	0.303050	6.301967	-76.242188	 -5.601562	1001.410156
23/10/2024	13:36:55.854925	0.311025	6.309942	-76.312500	 -5.632812	1001.425781
23/10/2024	13:36:55.862900	0.319000	6.317917	-76.273438	 -5.726562	1001.281250
23/10/2024	13:36:55.870875	0.326975	6.325892	-76.468750	 -5.714844	1001.316406
23/10/2024	13:36:55.878850	0.334950	6.333867	-76.417969	 -5.660156	1001.425781
23/10/2024	13:36:55.886825	0.342925	6.341842	-76.218750	 -5.609375	1001.582031
23/10/2024	13:36:55.894800	0.350900	6.349817	-76.136719	 -5.457031	1000.941406
23/10/2024	13:36:55.902775	0.358875	6.357792	-76.277344	 -5.593750	1001.195312
23/10/2024	13:36:55.910750	0.366850	6.365767	-76.265625	 -5.636719	1001.234375
23/10/2024	13:36:55.918725	0.374825	6.373742	-76.175781	 -5.773438	1001.199219
23/10/2024	13:36:55.926700	0.382800	6.381717	-76.371094	 -5.496094	1001.101562
23/10/2024	13:36:55.934675	0.390775	6.389692	-76.097656	 -5.691406	1001.296875
23/10/2024	13:36:55.942650	0.398750	6.397667	-76.265625	 -5.566406	1001.339844
23/10/2024	13:36:55.950625	0.406725	6.405642	-76.285156	 -5.593750	1001.632812
23/10/2024	13:36:55.958600	0.414700	6.413617	-76.242188	 -5.570312	1001.410156
23/10/2024	13:36:55.966575	0.422675	6.421592	-76.273438	 -5.773438	1001.289062
23/10/2024	13:36:55.974550	0.430650	6.429567	-76.171875	 -5.738281	1001.417969
23/10/2024	13:36:55.982525	0.438625	6.437542	-76.160156	 -5.660156	1001.519531
23/10/2024	13:36:55.990500	0.446600	6.445517	-76.257812	 -5.535156	1001.523438
23/10/2024	13:36:55.998475	0.454575	6.453492	-76.269531	 -5.703125	1001.468750
23/10/2024	13:36:56.006450	0.462550	6.461467	-76.199219	 -5.847656	1001.253906
23/10/2024	13:36:56.014425	0.470525	6.469442	-76.316406	 -5.796875	1001.175781
23/10/2024	13:36:56.022400	0.478500	6.477417	-76.425781	 -5.617188	1001.500000
23/10/2024	13:36:56.030375	0.486475	6.485392	-76.222656	 -5.664062	1001.230469
23/10/2024	13:36:56.038350	0.494450	6.493367	-76.160156	 -5.613281	1001.089844
23/10/2024	13:36:56.046325	0.502425	6.501342	-76.195312	 -5.789062	1001.421875
23/10/2024	13:36:56.054300	0.510400	6.509317	-76.238281	 -5.644531	1001.425781
23/10/2024	13:36:56.062275	0.518375	6.517292	-76.207031	 -5.796875	1001.371094
23/10/2024	13:36:56.070250	0.526350	6.525267	-76.257812	 -5.585938	1001.464844
23/10/2024	13:36:56.078225	0.534325	6.533242	-76.148438	 -5.617188	1001.359375
23/10/2024	13:36:56.086200	0.542300	6.541217	-76.183594	 -5.742188	1001.328125
23/10/2024	13:36:56.094175	0.550275	6.549192	-76.320312	 -5.738281	1001.351562
23/10/2024	13:36:56.102150	0.558250	6.557167	-76.347656	 -5.687500	1001.355469
23/10/2024	13:36:56.110125	0.566225	6.565142	-76.257812	 -5.746094	1001.398438
23/10/2024	13:36:56.118100	0.574200	6.573117	-76.253906	 -5.679688	1001.468750
23/10/2024	13:36:56.126075	0.582175	6.581092	-76.167969	 -5.640625	1001.375000
23/10/2024	13:36:56.134050	0.590150	6.589067	-76.195312	 -5.617188	1001.097656
23/10/2024	13:36:56.142025	0.598125	6.597042	-76.285156	 -5.839844	1001.281250
23/10/2024	13:36:56.150000	0.606100	6.605017	-76.296875	 -5.839844	1001.429688
23/10/2024	13:36:56.157975	0.614075	6.612992	-76.164062	 -5.605469	1001.562500
23/10/2024	13:36:56.165950	0.622050	6.620967	-76.003906	 -5.613281	1001.296875
23/10/2024	13:36:56.173925	0.630025	6.628942	-76.144531	 -5.484375	1001.613281
23/10/2024	13:36:56.181900	0.638000	6.636917	-76.292969	 -5.804688	1001.386719
23/10/2024	13:36:56.189875	0.645975	6.644892	-76.191406	 -5.750000	1001.339844
23/10/2024	13:36:56.197850	0.653950	6.652867	-76.351562	 -5.585938	1001.335937
23/10/2024	13:36:56.205825	0.661925	6.660842	-76.250000	 -5.558594	1001.300781
23/10/2024	13:36:56.213800	0.669900	6.668817	-76.316406	 -5.714844	1001.261719
23/10/2024	13:36:56.221775	0.677875	6.676792	-76.343750	 -5.531250	1001.285156
23/10/2024	13:36:56.229750	0.685850	6.684767	-76.375000	 -5.515625	1001.199219
23/10/2024	13:36:56.237725	0.693825	6.692742	-76.257812	 -5.570312	1001.070312
