Date	Time	Seconds (zeroed)	Seconds (synced)	Acc x	Acc y	Acc z
23/10/2024	13:05:56.546333	0.000000	5.003683	-71.136719	-41.285156	1008.492187
23/10/2024	13:05:56.554352	0.008019	5.011702	-71.242188	-41.234375	1008.347656
23/10/2024	13:05:56.562371	0.016038	5.019721	-71.132812	-41.042969	1008.535156
23/10/2024	13:05:56.570390	0.024057	5.027740	-71.140625	-41.250000	1008.628906
23/10/2024	13:05:56.578409	0.032076	5.035759	-71.230469	-41.210938	1008.507812
23/10/2024	13:05:56.586428	0.040095	5.043778	-71.312500	-41.097656	1009.097656
23/10/2024	13:05:56.594447	0.048114	5.051797	-71.257812	-41.109375	1008.968750
23/10/2024	13:05:56.602466	0.056133	5.059816	-71.187500	-41.156250	1008.902344
23/10/2024	13:05:56.610485	0.064152	5.067835	-71.160156	-41.160156	1009.046875
23/10/2024	13:05:56.618504	0.072171	5.075854	-71.363281	-41.218750	1008.847656
23/10/2024	13:05:56.626523	0.080190	5.083873	-71.113281	-41.156250	1008.652344
23/10/2024	13:05:56.634542	0.088209	5.091892	-71.128906	-41.105469	1008.656250
23/10/2024	13:05:56.642561	0.096228	5.099911	-71.121094	-41.250000	1008.570313
23/10/2024	13:05:56.650580	0.104247	5.107930	-71.117188	-41.085938	1008.703125
23/10/2024	13:05:56.658599	0.112266	5.115949	-71.171875	-41.062500	1008.898438
23/10/2024	13:05:56.666618	0.120285	5.123968	-71.074219	-41.128906	1008.425781
23/10/2024	13:05:56.674637	0.128304	5.131987	-71.363281	-41.105469	1008.519531
23/10/2024	13:05:56.682656	0.136323	5.140006	-71.121094	-41.160156	1008.328125
23/10/2024	13:05:56.690675	0.144342	5.148025	-71.089844	-41.222656	1008.632812
23/10/2024	13:05:56.698694	0.152361	5.156044	-71.277344	-40.988281	1008.964844
23/10/2024	13:05:56.706713	0.160380	5.164063	-71.210938	-41.074219	1008.851563
23/10/2024	13:05:56.714732	0.168399	5.172082	-71.195312	-40.972656	1008.843750
23/10/2024	13:05:56.722751	0.176418	5.180101	-71.121094	-41.179688	1008.664063
23/10/2024	13:05:56.730770	0.184437	5.188120	-71.062500	-41.234375	1008.843750
23/10/2024	13:05:56.738789	0.192456	5.196139	-71.039062	-41.101562	1008.875000
