Date	Time	Seconds (zeroed)	Seconds (synced)	Acc x	Acc y	Acc z
23/10/2024	13:05:55.543867	0.000000	4.001217	-42.257812	-30.199219	999.734375
23/10/2024	13:05:55.551841	0.007974	4.009191	-42.382812	-30.250000	999.562500
23/10/2024	13:05:55.559815	0.015948	4.017165	-42.113281	-30.113281	999.367188
23/10/2024	13:05:55.567789	0.023922	4.025139	-42.230469	-30.046875	999.578125
23/10/2024	13:05:55.575763	0.031896	4.033113	-42.257812	-30.097656	999.402344
23/10/2024	13:05:55.583737	0.039870	4.041087	-42.203125	-30.226562	999.390625
23/10/2024	13:05:55.591711	0.047844	4.049061	-42.394531	-30.152344	999.503906
23/10/2024	13:05:55.599685	0.055818	4.057035	-42.375000	-30.214844	999.691406
23/10/2024	13:05:55.607659	0.063792	4.065009	-42.234375	-30.238281	1000.011719
23/10/2024	13:05:55.615633	0.071766	4.072983	-42.113281	-30.183594	999.820312
23/10/2024	13:05:55.623607	0.079740	4.080957	-42.222656	-30.218750	1000.156250
23/10/2024	13:05:55.631581	0.087714	4.088931	-42.253906	-30.187500	1000.175781
23/10/2024	13:05:55.639555	0.095688	4.096905	-42.250000	-30.175781	1000.085938
23/10/2024	13:05:55.647529	0.103662	4.104879	-42.339844	-30.257812	999.886719
23/10/2024	13:05:55.655503	0.111636	4.112853	-42.171875	-30.234375	999.558594
23/10/2024	13:05:55.663477	0.119610	4.120827	-42.328125	-30.246094	999.421875
23/10/2024	13:05:55.671451	0.127584	4.128801	-42.222656	-30.230469	999.773438
23/10/2024	13:05:55.679425	0.135558	4.136775	-42.226562	-30.242188	999.617188
23/10/2024	13:05:55.687399	0.143532	4.144749	-42.375000	-30.226562	999.644531
23/10/2024	13:05:55.695373	0.151506	4.152723	-42.359375	-30.230469	999.699219
23/10/2024	13:05:55.703347	0.159480	4.160697	-42.273438	-30.062500	999.675781
23/10/2024	13:05:55.711321	0.167454	4.168671	-42.265625	-30.105469	999.894531
23/10/2024	13:05:55.719295	0.175428	4.176645	-42.218750	-30.300781	999.937500
23/10/2024	13:05:55.727269	0.183402	4.184619	-42.179688	-30.238281	999.789062
23/10/2024	13:05:55.735243	0.191376	4.192593	-42.160156	-30.246094	999.867188
23/10/2024	13:05:55.743217	0.199350	4.200567	-42.164062	-30.187500	999.855469
23/10/2024	13:05:55.751191	0.207324	4.208541	-42.160156	-30.125000	999.777344
23/10/2024	13:05:55.759165	0.215298	4.216515	-42.210938	-30.082031	1000.074219
23/10/2024	13:05:55.767139	0.223272	4.224489	-42.191406	-30.257812	999.875000
23/10/2024	13:05:55.775113	0.231246	4.232463	-42.171875	-30.089844	1000.175781
23/10/2024	13:05:55.783087	0.239220	4.240437	-42.292969	-30.183594	999.750000
23/10/2024	13:05:55.791061	0.247194	4.248411	-42.125000	-30.078125	1000.015625
23/10/2024	13:05:55.799035	0.255168	4.256385	-42.042969	-30.066406	999.789062
23/10/2024	13:05:55.807009	0.263142	4.264359	-42.203125	-30.031250	1000.074219
23/10/2024	13:05:55.814983	0.271116	4.272333	-42.308594	-30.179688	999.843750
23/10/2024	13:05:55.822957	0.279090	4.280307	-42.218750	-30.214844	999.304688
23/10/2024	13:05:55.830931	0.287064	4.288281	-42.187500	-30.062500	999.593750
23/10/2024	13:05:55.838905	0.295038	4.296255	-42.226562	-30.121094	999.800781
23/10/2024	13:05:55.846879	0.303012	4.304229	-42.167969	-30.125000	999.660156
23/10/2024	13:05:55.854853	0.310986	4.312203	-42.203125	-30.160156	999.363281
23/10/2024	13:05:55.862827	0.318960	4.320177	-42.289062	-30.019531	999.531250
23/10/2024	13:05:55.870801	0.326934	4.328151	-42.109375	-30.058594	999.660156
23/10/2024	13:05:55.878775	0.334908	4.336125	-42.187500	-30.015625	999.839844
23/10/2024	13:05:55.886749	0.342882	4.344099	-41.984375	-30.253906	999.968750
23/10/2024	13:05:55.894723	0.350856	4.352073	-42.113281	-30.039062	999.785156
23/10/2024	13:05:55.902697	0.358830	4.360047	-42.261719	-30.156250	999.625000
23/10/2024	13:05:55.910671	0.366804	4.368021	-42.183594	-30.062500	999.855469
23/10/2024	13:05:55.918645	0.374778	4.375995	-42.023438	-30.132812	1000.437500
23/10/2024	13:05:55.926619	0.382752	4.383969	-42.015625	-30.269531	999.941406
23/10/2024	13:05:55.934593	0.390726	4.391943	-42.230469	-30.187500	999.984375
23/10/2024	13:05:55.942567	0.398700	4.399917	-42.230469	-30.117188	1000.140625
23/10/2024	13:05:55.950541	0.406674	4.407891	-42.265625	-30.160156	1000.093750
23/10/2024	13:05:55.958515	0.414648	4.415865	-42.230469	-30.371094	999.929688
23/10/2024	13:05:55.966489	0.422622	4.423839	-42.417969	-30.207031	999.902344
23/10/2024	13:05:55.974463	0.430596	4.431813	-42.386719	-30.156250	999.695312
23/10/2024	13:05:55.982437	0.438570	4.439787	-42.292969	-30.242188	999.929688
23/10/2024	13:05:55.990411	0.446544	4.447761	-42.273438	-30.187500	999.699219
23/10/2024	13:05:55.998385	0.454518	4.455735	-42.328125	-30.207031	999.125000
23/10/2024	13:05:56.006359	0.462492	4.463709	-42.203125	-30.128906	999.589844
23/10/2024	13:05:56.014333	0.470466	4.471683	-42.179688	-30.312500	999.714844
23/10/2024	13:05:56.022307	0.478440	4.479657	-42.066406	-30.410156	999.824219
23/10/2024	13:05:56.030281	0.486414	4.487631	-42.148438	-30.156250	999.921875
23/10/2024	13:05:56.038255	0.494388	4.495605	-42.406250	-30.027344	1000.164062
23/10/2024	13:05:56.046229	0.502362	4.503579	-42.195312	-30.140625	1000.359375
23/10/2024	13:05:56.054203	0.510336	4.511553	-42.238281	-30.207031	1000.347656
23/10/2024	13:05:56.062177	0.518310	4.519527	-42.320312	-30.121094	1000.406250
23/10/2024	13:05:56.070151	0.526284	4.527501	-42.335938	-30.171875	999.742188
23/10/2024	13:05:56.078125	0.534258	4.535475	-42.312500	-30.101562	999.789062
23/10/2024	13:05:56.086099	0.542232	4.543449	-42.285156	-30.265625	999.832031
23/10/2024	13:05:56.094073	0.550206	4.551423	-42.308594	-30.308594	999.996094
23/10/2024	13:05:56.102047	0.558180	4.559397	-42.128906	-30.160156	999.781250
23/10/2024	13:05:56.110021	0.566154	4.567371	-42.046875	-30.199219	999.679688
23/10/2024	13:05:56.117995	0.574128	4.575345	-42.253906	-30.078125	999.742188
23/10/2024	13:05:56.125969	0.582102	4.583319	-42.253906	-30.042969	999.652344
23/10/2024	13:05:56.133943	0.590076	4.591293	-42.390625	-30.078125	999.671875
23/10/2024	13:05:56.141917	0.598050	4.599267	-42.179688	-30.179688	999.671875
23/10/2024	13:05:56.149891	0.606024	4.607241	-42.261719	-30.218750	999.824219
23/10/2024	13:05:56.157865	0.613998	4.615215	-42.269531	-30.230469	999.476562
23/10/2024	13:05:56.165839	0.621972	4.623189	-42.378906	-30.203125	999.609375
