Date	Time	Acc x	Acc y	Acc z
30/04/2024	19:57:15.024780	-0.006922	0.014293	1.004297
30/04/2024	19:57:15.032757	-0.006777	0.014469	1.004281
30/04/2024	19:57:15.040734	-0.007031	0.014371	1.003727
30/04/2024	19:57:15.048711	-0.007168	0.014008	1.003145
30/04/2024	19:57:15.056688	-0.007246	0.013961	1.002715
30/04/2024	19:57:15.064665	-0.006930	0.013969	1.002563
30/04/2024	19:57:15.072642	-0.006633	0.014031	1.003727
30/04/2024	19:57:15.080619	-0.006586	0.014375	1.004262
30/04/2024	19:57:15.088596	-0.006793	0.014500	1.004289
30/04/2024	19:57:15.096573	-0.006793	0.014301	1.003164
30/04/2024	19:57:15.104550	-0.007043	0.014098	1.002492
30/04/2024	19:57:15.112527	-0.006934	0.014047	1.002492
30/04/2024	19:57:15.120504	-0.006816	0.014023	1.003398
30/04/2024	19:57:15.128481	-0.006742	0.014133	1.004168
30/04/2024	19:57:15.136458	-0.006910	0.014344	1.004055
30/04/2024	19:57:15.144435	-0.006887	0.014309	1.003504
30/04/2024	19:57:15.152412	-0.007152	0.014320	1.002586
30/04/2024	19:57:15.160389	-0.007004	0.014191	1.002594
30/04/2024	19:57:15.168366	-0.006727	0.014152	1.003090
30/04/2024	19:57:15.176343	-0.006555	0.014180	1.003902
30/04/2024	19:57:15.184320	-0.006652	0.014117	1.004176
30/04/2024	19:57:15.192297	-0.006980	0.014113	1.003828
30/04/2024	19:57:15.200274	-0.007117	0.013918	1.002887
30/04/2024	19:57:15.208251	-0.007090	0.014031	1.002652
30/04/2024	19:57:15.216228	-0.006945	0.014191	1.003039
30/04/2024	19:57:15.224205	-0.006668	0.014195	1.004230
30/04/2024	19:57:15.232182	-0.006504	0.014285	1.004180
30/04/2024	19:57:15.240159	-0.006625	0.014203	1.003801
30/04/2024	19:57:15.248136	-0.007098	0.013828	1.003195
30/04/2024	19:57:15.256113	-0.007215	0.013801	1.002914
30/04/2024	19:57:15.264090	-0.006883	0.014172	1.003043
30/04/2024	19:57:15.272067	-0.006953	0.014176	1.003980
30/04/2024	19:57:15.280044	-0.007023	0.014313	1.004211
30/04/2024	19:57:15.288021	-0.006531	0.014266	1.004105
30/04/2024	19:57:15.295998	-0.006633	0.014094	1.003414
30/04/2024	19:57:15.303975	-0.006914	0.013848	1.003000
30/04/2024	19:57:15.311952	-0.006863	0.013840	1.002973
30/04/2024	19:57:15.319929	-0.007086	0.014066	1.004020
30/04/2024	19:57:15.327906	-0.006961	0.014195	1.004188
30/04/2024	19:57:15.335883	-0.007012	0.014125	1.004121
30/04/2024	19:57:15.343860	-0.006957	0.014063	1.003129
30/04/2024	19:57:15.351837	-0.006867	0.013973	1.002793
30/04/2024	19:57:15.359814	-0.006949	0.014133	1.002852
30/04/2024	19:57:15.367791	-0.006934	0.014234	1.003848
30/04/2024	19:57:15.375768	-0.006891	0.014484	1.003797
30/04/2024	19:57:15.383745	-0.006887	0.014191	1.003750
30/04/2024	19:57:15.391722	-0.007027	0.014063	1.003547
30/04/2024	19:57:15.399699	-0.007027	0.014102	1.002695
30/04/2024	19:57:15.407676	-0.006992	0.014094	1.002379
30/04/2024	19:57:15.415653	-0.006859	0.014016	1.003461
30/04/2024	19:57:15.423630	-0.006859	0.014195	1.003770
30/04/2024	19:57:15.431607	-0.006773	0.014297	1.004121
30/04/2024	19:57:15.439584	-0.006785	0.014195	1.003637
30/04/2024	19:57:15.447561	-0.007121	0.014109	1.003293
30/04/2024	19:57:15.455538	-0.007059	0.014156	1.002770
30/04/2024	19:57:15.463515	-0.006828	0.014094	1.003344
30/04/2024	19:57:15.471492	-0.006840	0.014352	1.003559
30/04/2024	19:57:15.479469	-0.006750	0.014340	1.004191
30/04/2024	19:57:15.487446	-0.006805	0.014336	1.003707
30/04/2024	19:57:15.495423	-0.006895	0.014152	1.003449
30/04/2024	19:57:15.503400	-0.007051	0.014156	1.002813
30/04/2024	19:57:15.511377	-0.007027	0.013977	1.003582
30/04/2024	19:57:15.519354	-0.006809	0.014277	1.003426
30/04/2024	19:57:15.527331	-0.006906	0.014035	1.004047
30/04/2024	19:57:15.535308	-0.006914	0.014168	1.003836
30/04/2024	19:57:15.543294	-0.006859	0.014266	1.003293
30/04/2024	19:57:15.551271	-0.007027	0.013961	1.002484
30/04/2024	19:57:15.559248	-0.007074	0.013762	1.003570
30/04/2024	19:57:15.567225	-0.006891	0.014246	1.003367
30/04/2024	19:57:15.575202	-0.006809	0.014105	1.004043
30/04/2024	19:57:15.583179	-0.006906	0.014023	1.003891
30/04/2024	19:57:15.591156	-0.007035	0.013992	1.003652
30/04/2024	19:57:15.599133	-0.007039	0.014023	1.002832
30/04/2024	19:57:15.607110	-0.006824	0.014023	1.003582
30/04/2024	19:57:15.615087	-0.006949	0.014148	1.003562
30/04/2024	19:57:15.623064	-0.006930	0.014234	1.004305
30/04/2024	19:57:15.631041	-0.006758	0.014254	1.004000
30/04/2024	19:57:15.639018	-0.006707	0.013973	1.003492
30/04/2024	19:57:15.646995	-0.006875	0.014074	1.002742
30/04/2024	19:57:15.654972	-0.006984	0.014008	1.003094
30/04/2024	19:57:15.662949	-0.006934	0.013918	1.003184
30/04/2024	19:57:15.670926	-0.006797	0.013996	1.003766
30/04/2024	19:57:15.678903	-0.006762	0.014383	1.003871
30/04/2024	19:57:15.686880	-0.006852	0.014215	1.003641
30/04/2024	19:57:15.694857	-0.006926	0.014195	1.002930
30/04/2024	19:57:15.702834	-0.006977	0.014016	1.003187
30/04/2024	19:57:15.710811	-0.006918	0.014188	1.003223
30/04/2024	19:57:15.718788	-0.006930	0.014141	1.003602
30/04/2024	19:57:15.726765	-0.006941	0.014160	1.003676
30/04/2024	19:57:15.734742	-0.006883	0.014199	1.003672
30/04/2024	19:57:15.742719	-0.006766	0.014352	1.003141
30/04/2024	19:57:15.750696	-0.006859	0.014266	1.003031
30/04/2024	19:57:15.758673	-0.006922	0.014320	1.003246
30/04/2024	19:57:15.766650	-0.007023	0.014176	1.003445
30/04/2024	19:57:15.774627	-0.006895	0.014133	1.003844
