Date	Time	Seconds (zeroed)	Seconds (synced)	Acc x	Acc y	Acc z
23/10/2024	13:23:22.547717	0.000000	3.002300	 30.894531	-13.582031	1006.574219
23/10/2024	13:23:22.555761	0.008044	3.010344	 30.785156	-13.496094	1006.699219
23/10/2024	13:23:22.563805	0.016088	3.018388	 30.835938	-13.546875	1006.726562
23/10/2024	13:23:22.571849	0.024132	3.026432	 30.785156	-13.746094	1006.578125
23/10/2024	13:23:22.579893	0.032176	3.034476	 30.816406	-13.582031	1006.625000
23/10/2024	13:23:22.587937	0.040220	3.042520	 30.738281	-13.554688	1006.718750
23/10/2024	13:23:22.595981	0.048264	3.050564	 30.835938	-13.632812	1006.625000
23/10/2024	13:23:22.604025	0.056308	3.058608	 30.921875	-13.652344	1006.695312
23/10/2024	13:23:22.612069	0.064352	3.066652	 30.968750	-13.605469	1006.765625
23/10/2024	13:23:22.620113	0.072396	3.074696	 30.839844	-13.664062	1006.808594
23/10/2024	13:23:22.628157	0.080440	3.082740	 30.859375	-13.468750	1006.761719
23/10/2024	13:23:22.636201	0.088484	3.090784	 30.851562	-13.687500	1006.906250
23/10/2024	13:23:22.644245	0.096528	3.098828	 30.925781	-13.464844	1006.632812
23/10/2024	13:23:22.652289	0.104572	3.106872	 30.839844	-13.386719	1006.718750
23/10/2024	13:23:22.660333	0.112616	3.114916	 30.886719	-13.296875	1006.781250
23/10/2024	13:23:22.668377	0.120660	3.122960	 30.941406	-13.542969	1006.785156
23/10/2024	13:23:22.676421	0.128704	3.131004	 30.921875	-13.484375	1006.625000
23/10/2024	13:23:22.684465	0.136748	3.139048	 30.886719	-13.453125	1006.933594
23/10/2024	13:23:22.692509	0.144792	3.147092	 30.765625	-13.437500	1006.671875
23/10/2024	13:23:22.700553	0.152836	3.155136	 30.867188	-13.585938	1006.656250
23/10/2024	13:23:22.708597	0.160880	3.163180	 30.917969	-13.632812	1006.519531
23/10/2024	13:23:22.716641	0.168924	3.171224	 30.902344	-13.472656	1006.910156
23/10/2024	13:23:22.724685	0.176968	3.179268	 30.738281	-13.500000	1006.769531
23/10/2024	13:23:22.732729	0.185012	3.187312	 30.730469	-13.417969	1006.667969
23/10/2024	13:23:22.740773	0.193056	3.195356	 30.949219	-13.363281	1006.511719
23/10/2024	13:23:22.748817	0.201100	3.203400	 30.933594	-13.453125	1006.667969
23/10/2024	13:23:22.756861	0.209144	3.211444	 30.996094	-13.605469	1006.980469
23/10/2024	13:23:22.764905	0.217188	3.219488	 30.781250	-13.667969	1006.761719
23/10/2024	13:23:22.772949	0.225232	3.227532	 30.820312	-13.503906	1006.472656
23/10/2024	13:23:22.780993	0.233276	3.235576	 30.773438	-13.566406	1006.625000
23/10/2024	13:23:22.789037	0.241320	3.243620	 30.972656	-13.492188	1006.515625
23/10/2024	13:23:22.797081	0.249364	3.251664	 30.945312	-13.675781	1006.527344
23/10/2024	13:23:22.805125	0.257408	3.259708	 30.992188	-13.527344	1006.796875
23/10/2024	13:23:22.813169	0.265452	3.267752	 31.046875	-13.449219	1006.421875
23/10/2024	13:23:22.821213	0.273496	3.275796	 30.988281	-13.378906	1006.859375
23/10/2024	13:23:22.829257	0.281540	3.283840	 30.898438	-13.394531	1006.710938
23/10/2024	13:23:22.837301	0.289584	3.291884	 30.843750	-13.410156	1006.980469
23/10/2024	13:23:22.845345	0.297628	3.299928	 30.722656	-13.441406	1006.898438
23/10/2024	13:23:22.853389	0.305672	3.307972	 30.781250	-13.492188	1006.781250
23/10/2024	13:23:22.861433	0.313716	3.316016	 30.808594	-13.531250	1006.777344
23/10/2024	13:23:22.869477	0.321760	3.324060	 30.816406	-13.554688	1006.695312
23/10/2024	13:23:22.877521	0.329804	3.332104	 30.921875	-13.414062	1006.761719
23/10/2024	13:23:22.885565	0.337848	3.340148	 30.949219	-13.636719	1006.855469
23/10/2024	13:23:22.893609	0.345892	3.348192	 30.679688	-13.503906	1006.617188
23/10/2024	13:23:22.901653	0.353936	3.356236	 30.777344	-13.503906	1006.789062
23/10/2024	13:23:22.909697	0.361980	3.364280	 30.894531	-13.460938	1006.789062
23/10/2024	13:23:22.917741	0.370024	3.372324	 30.921875	-13.609375	1006.609375
23/10/2024	13:23:22.925785	0.378068	3.380368	 30.800781	-13.523438	1006.707031
23/10/2024	13:23:22.933829	0.386112	3.388412	 30.742188	-13.582031	1006.464844
23/10/2024	13:23:22.941873	0.394156	3.396456	 30.851562	-13.570312	1006.597656
23/10/2024	13:23:22.949917	0.402200	3.404500	 30.757812	-13.394531	1006.722656
23/10/2024	13:23:22.957961	0.410244	3.412544	 30.730469	-13.503906	1006.964844
23/10/2024	13:23:22.966005	0.418288	3.420588	 30.871094	-13.429688	1006.628906
23/10/2024	13:23:22.974049	0.426332	3.428632	 30.945312	-13.480469	1006.789062
23/10/2024	13:23:22.982093	0.434376	3.436676	 30.832031	-13.566406	1006.687500
23/10/2024	13:23:22.990137	0.442420	3.444720	 30.921875	-13.718750	1006.871094
23/10/2024	13:23:22.998181	0.450464	3.452764	 30.914062	-13.570312	1006.781250
23/10/2024	13:23:23.006225	0.458508	3.460808	 31.000000	-13.472656	1006.765625
23/10/2024	13:23:23.014269	0.466552	3.468852	 30.906250	-13.558594	1006.738281
23/10/2024	13:23:23.022313	0.474596	3.476896	 30.785156	-13.554688	1006.886719
